,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_lat,b_saddr_long,count
53,755175897,3227975506,40788,Start Communications,43.4032,-79.7186,393755,CloudPBX,43.6319,-79.3716,52
54,3227975506,1676626115,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.0123,-81.2307,116
55,3227975507,755177258,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,42.9856,-81.1821,162
56,3227975507,417208698,393755,CloudPBX,43.6319,-79.3716,11260,EastLink,45.2,-64.1167,1510
57,1210478362,3227975507,7992,Cogeco Cable,42.2767,-83.0793,393755,CloudPBX,43.6319,-79.3716,6700
58,1676738700,3227975506,812,Rogers Communications Canada Inc.,44.5168,-80.0164,393755,CloudPBX,43.6319,-79.3716,238
59,3227975507,1210478362,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.2767,-83.0793,3927
60,1761238241,3227975506,15128,Comwave Telecom Inc.,43.0233,-81.1643,393755,CloudPBX,43.6319,-79.3716,62
61,1210478362,3227975506,7992,Cogeco Cable,42.2767,-83.0793,393755,CloudPBX,43.6319,-79.3716,6965
62,3227975506,1210478362,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.2767,-83.0793,4135
63,412233259,3227975507,7992,Cogeco Cable,44.9001,-76.2494,393755,CloudPBX,43.6319,-79.3716,216
64,3227975507,3638379600,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9888,-82.3592,1132
65,3227975507,1676535575,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,47.5986,-52.6926,79
66,3227975506,1676535575,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,47.5986,-52.6926,63
67,3227975506,2904576785,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,47.5986,-52.6926,97
68,3227975506,2393257407,393755,CloudPBX,43.6319,-79.3716,855,Bell Canada,47.5334,-52.7595,132
69,405972613,3227975506,40788,Start Communications,42.7898,-80.204,393755,CloudPBX,43.6319,-79.3716,6
70,412232415,3227975507,7992,Cogeco Cable,42.95,-82.1167,393755,CloudPBX,43.6319,-79.3716,463
71,3225808180,3227975506,7992,Cogeco Cable,43.6319,-79.3716,393755,CloudPBX,43.6319,-79.3716,1689
72,2917629161,3227975507,22652,Fibrenoire Inc.,43.6784,-79.2941,393755,CloudPBX,43.6319,-79.3716,111
73,1168513348,3227975507,36493,FIBERNETICS CORPORATION,43.5637,-79.7202,393755,CloudPBX,43.6319,-79.3716,433
74,3227975507,1676539840,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,47.6333,-52.85,1557
75,3227975507,2393314975,393755,CloudPBX,43.6319,-79.3716,855,Bell Canada,47.5194,-52.8122,639
76,1210478642,3227975507,7992,Cogeco Cable,43.3512,-79.78399999999999,393755,CloudPBX,43.6319,-79.3716,1189
77,3227975507,2392989210,393755,CloudPBX,43.6319,-79.3716,855,Bell Canada,47.5986,-52.6926,72
78,755177258,3227975506,40788,Start Communications,42.9856,-81.1821,393755,CloudPBX,43.6319,-79.3716,206
79,3227975506,3638379600,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9888,-82.3592,1120
80,2393249330,3227975506,855,Bell Canada,47.5124,-52.6729,393755,CloudPBX,43.6319,-79.3716,555
81,3227975506,3225808180,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,43.6319,-79.3716,899
82,3227975506,3514831954,393755,CloudPBX,43.6319,-79.3716,855,Bell Canada,47.5167,-52.7833,232
83,3227975506,1676539840,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,47.6333,-52.85,1468
84,3227975506,417208698,393755,CloudPBX,43.6319,-79.3716,11260,EastLink,45.2,-64.1167,1449
85,3225808180,3227975507,7992,Cogeco Cable,43.6319,-79.3716,393755,CloudPBX,43.6319,-79.3716,1340
86,846445455,3227975507,7992,Cogeco Cable,42.9578,-82.2777,393755,CloudPBX,43.6319,-79.3716,1050
87,3227975507,1217118531,393755,CloudPBX,43.6319,-79.3716,20453,Rogers Communications Canada Inc.,43.6404,-79.3995,52
88,1676935419,3227975507,812,Rogers Communications Canada Inc.,43.0614,-80.9943,393755,CloudPBX,43.6319,-79.3716,1018
89,3638379143,3227975507,7992,Cogeco Cable,43.3799,-79.7668,393755,CloudPBX,43.6319,-79.3716,2493
90,412233259,3227975506,7992,Cogeco Cable,44.9001,-76.2494,393755,CloudPBX,43.6319,-79.3716,235
91,3227975507,3626900266,393755,CloudPBX,43.6319,-79.3716,11478,Openface Inc.,45.47,-73.6686,315
92,1082947564,3227975506,40788,Start Communications,43.6572,-79.3783,393755,CloudPBX,43.6319,-79.3716,303
93,3227975506,2393257259,393755,CloudPBX,43.6319,-79.3716,855,Bell Canada,47.5334,-52.7595,281
94,3227975507,3638379143,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,43.3799,-79.7668,977
95,1210458902,3227975506,7992,Cogeco Cable,42.9998,-82.3926,393755,CloudPBX,43.6319,-79.3716,1426
96,3227975506,1210458902,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9998,-82.3926,903
97,3345303600,3227975506,14007,Skyway West,43.623000000000005,-79.3936,393755,CloudPBX,43.6319,-79.3716,2517
98,755177258,3227975507,40788,Start Communications,42.9856,-81.1821,393755,CloudPBX,43.6319,-79.3716,234
99,1676935419,3227975506,812,Rogers Communications Canada Inc.,43.0614,-80.9943,393755,CloudPBX,43.6319,-79.3716,961
100,3227975506,1676935419,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.0614,-80.9943,240
101,3638379143,3227975506,7992,Cogeco Cable,43.3799,-79.7668,393755,CloudPBX,43.6319,-79.3716,2311
102,3227975506,3638379143,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,43.3799,-79.7668,977
103,2479012700,3227975507,15128,Comwave Telecom Inc.,44.0168,-78.3995,393755,CloudPBX,43.6319,-79.3716,2480
104,3227975507,1082947488,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.8404,-79.0251,259
105,846445455,3227975506,7992,Cogeco Cable,42.9578,-82.2777,393755,CloudPBX,43.6319,-79.3716,1002
106,3227975506,1168513348,393755,CloudPBX,43.6319,-79.3716,36493,FIBERNETICS CORPORATION,43.5637,-79.7202,546
107,3227975507,2479012700,393755,CloudPBX,43.6319,-79.3716,15128,Comwave Telecom Inc.,44.0168,-78.3995,1801
108,755171943,3227975506,40788,Start Communications,42.9915,-81.3402,393755,CloudPBX,43.6319,-79.3716,154
109,3227975506,2479012700,393755,CloudPBX,43.6319,-79.3716,15128,Comwave Telecom Inc.,44.0168,-78.3995,1796
110,3227975507,1082947564,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6572,-79.3783,659
111,3233437542,3227975506,7992,Cogeco Cable,42.9578,-82.2777,393755,CloudPBX,43.6319,-79.3716,334
112,3227975507,3225808180,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,43.6319,-79.3716,869
113,3227975506,1249172405,393755,CloudPBX,43.6319,-79.3716,15122,Point to Point Broadband Inc.,44.4548,-79.7352,909
114,1249172405,3227975506,15122,Point to Point Broadband Inc.,44.4548,-79.7352,393755,CloudPBX,43.6319,-79.3716,812
115,1082947125,3227975507,40788,Start Communications,43.6572,-79.3783,393755,CloudPBX,43.6319,-79.3716,1381
116,1082947125,3227975506,40788,Start Communications,43.6572,-79.3783,393755,CloudPBX,43.6319,-79.3716,1076
117,1210458902,3227975507,7992,Cogeco Cable,42.9998,-82.3926,393755,CloudPBX,43.6319,-79.3716,1451
118,3227975507,1210458902,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9998,-82.3926,909
119,3227975506,2926783645,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,42.8909,-81.3236,143
120,3638379600,3227975507,7992,Cogeco Cable,42.9888,-82.3592,393755,CloudPBX,43.6319,-79.3716,1451
121,3227975506,1082947184,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6572,-79.3783,100
122,3227975507,2734649389,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.623000000000005,-79.3936,1309
123,3227975507,3638379610,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9888,-82.3592,42
124,1082947564,3227975507,40788,Start Communications,43.6572,-79.3783,393755,CloudPBX,43.6319,-79.3716,350
125,1664327376,3227975506,7018,"AT&T Services, Inc.",42.586000000000006,-83.5006,393755,CloudPBX,43.6319,-79.3716,144
126,3227975507,412232355,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.95,-82.1167,550
127,2734649389,3227975506,40788,Start Communications,43.623000000000005,-79.3936,393755,CloudPBX,43.6319,-79.3716,1512
128,3227975506,2734649389,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.623000000000005,-79.3936,1408
129,412232355,3227975507,7992,Cogeco Cable,42.95,-82.1167,393755,CloudPBX,43.6319,-79.3716,520
130,3227975507,3514831954,393755,CloudPBX,43.6319,-79.3716,855,Bell Canada,47.5167,-52.7833,198
131,1676539840,3227975507,812,Rogers Communications Canada Inc.,47.6333,-52.85,393755,CloudPBX,43.6319,-79.3716,1136
132,1210478642,3227975506,7992,Cogeco Cable,43.3512,-79.78399999999999,393755,CloudPBX,43.6319,-79.3716,1084
133,3227975507,1082947125,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6572,-79.3783,716
134,3227975506,412232355,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.95,-82.1167,465
135,1082947488,3227975507,40788,Start Communications,43.8404,-79.0251,393755,CloudPBX,43.6319,-79.3716,403
136,2734649919,3227975506,40788,Start Communications,43.623000000000005,-79.3936,393755,CloudPBX,43.6319,-79.3716,403
137,3227975506,2393277605,393755,CloudPBX,43.6319,-79.3716,855,Bell Canada,45.2308,-66.0953,45
138,760135190,3227975507,7992,Cogeco Cable,42.3333,-82.0,393755,CloudPBX,43.6319,-79.3716,709
139,1168513348,3227975506,36493,FIBERNETICS CORPORATION,43.5637,-79.7202,393755,CloudPBX,43.6319,-79.3716,384
140,2734649389,3227975507,40788,Start Communications,43.623000000000005,-79.3936,393755,CloudPBX,43.6319,-79.3716,1488
141,2734649919,3227975507,40788,Start Communications,43.623000000000005,-79.3936,393755,CloudPBX,43.6319,-79.3716,424
142,3227975507,3638379597,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9888,-82.3592,1151
143,3638379600,3227975506,7992,Cogeco Cable,42.9888,-82.3592,393755,CloudPBX,43.6319,-79.3716,1265
144,3227975506,412233259,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,44.9001,-76.2494,376
145,2926783645,3227975507,812,Rogers Communications Canada Inc.,42.8909,-81.3236,393755,CloudPBX,43.6319,-79.3716,101
146,3227975506,1176303759,393755,CloudPBX,43.6319,-79.3716,36522,BELL MOBILITY INC.,44.2099,-80.6238,188
147,1217073606,3227975507,812,Rogers Communications Canada Inc.,43.75,-79.3978,393755,CloudPBX,43.6319,-79.3716,97
148,3227975506,405976275,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.2271,-79.87100000000001,40
149,3227975506,3233437542,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9578,-82.2777,157
150,3227975506,1217073606,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.75,-79.3978,127
151,3227975506,2392989210,393755,CloudPBX,43.6319,-79.3716,855,Bell Canada,47.5986,-52.6926,78
152,3227975506,1217118827,393755,CloudPBX,43.6319,-79.3716,20453,Rogers Communications Canada Inc.,43.6404,-79.3995,60
153,3227975507,1210478642,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,43.3512,-79.78399999999999,866
154,3638379112,3227975507,7992,Cogeco Cable,42.9888,-82.3592,393755,CloudPBX,43.6319,-79.3716,464
155,3638379597,3227975506,7992,Cogeco Cable,42.9888,-82.3592,393755,CloudPBX,43.6319,-79.3716,663
156,1082947184,3227975506,40788,Start Communications,43.6572,-79.3783,393755,CloudPBX,43.6319,-79.3716,173
157,2926902910,3227975507,812,Rogers Communications Canada Inc.,42.7597,-81.1762,393755,CloudPBX,43.6319,-79.3716,547
158,3227975507,2266474856,393755,CloudPBX,43.6319,-79.3716,5645,"TekSavvy Solutions, Inc.",42.9976,-81.2563,392
159,3227975507,3638379699,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9578,-82.2777,998
160,3517667510,3227975507,852,TELUS Communications Inc.,43.6655,-79.4204,393755,CloudPBX,43.6319,-79.3716,109
161,3227975506,3345303600,393755,CloudPBX,43.6319,-79.3716,14007,Skyway West,43.623000000000005,-79.3936,4862
162,418079237,3227975507,812,Rogers Communications Canada Inc.,43.6319,-79.3716,393755,CloudPBX,43.6319,-79.3716,1049
163,1761238421,3227975507,15128,Comwave Telecom Inc.,43.8432,-79.5644,393755,CloudPBX,43.6319,-79.3716,1322
164,3227975506,2393314975,393755,CloudPBX,43.6319,-79.3716,855,Bell Canada,47.5194,-52.8122,586
165,418079237,3227975506,812,Rogers Communications Canada Inc.,43.6319,-79.3716,393755,CloudPBX,43.6319,-79.3716,1086
166,3227975506,418079237,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.6319,-79.3716,786
167,2393257259,3227975507,855,Bell Canada,47.5334,-52.7595,393755,CloudPBX,43.6319,-79.3716,286
168,3233432126,3227975506,7992,Cogeco Cable,43.3799,-79.7668,393755,CloudPBX,43.6319,-79.3716,207
169,405972604,3227975507,40788,Start Communications,43.5588,-80.3004,393755,CloudPBX,43.6319,-79.3716,96
170,3227975507,2393277605,393755,CloudPBX,43.6319,-79.3716,855,Bell Canada,45.2308,-66.0953,47
171,3227975507,1249171666,393755,CloudPBX,43.6319,-79.3716,15122,Point to Point Broadband Inc.,44.4167,-80.0833,256
172,1210492883,3227975506,7992,Cogeco Cable,42.9578,-82.2777,393755,CloudPBX,43.6319,-79.3716,178
173,1249601702,3227975507,14860,"SMARTCOM TELEPHONE, LLC",26.2159,-98.3253,393755,CloudPBX,43.6319,-79.3716,57
174,417208698,3227975507,11260,EastLink,45.2,-64.1167,393755,CloudPBX,43.6319,-79.3716,3915
175,1676626115,3227975507,812,Rogers Communications Canada Inc.,43.0123,-81.2307,393755,CloudPBX,43.6319,-79.3716,110
176,3227975506,3638379597,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9888,-82.3592,1138
177,3227975507,846445455,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9578,-82.2777,692
178,3227975506,755171943,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,42.9915,-81.3402,110
179,3227975506,1677619609,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.0147,-81.3049,85
180,3227975506,3518471202,393755,CloudPBX,43.6319,-79.3716,7794,Execulink Telecom Inc.,42.9856,-81.1821,702
181,3227975506,2926902910,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,42.7597,-81.1762,295
182,3227975506,1082947564,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6572,-79.3783,658
183,3227975507,1217118827,393755,CloudPBX,43.6319,-79.3716,20453,Rogers Communications Canada Inc.,43.6404,-79.3995,52
184,2926902910,3227975506,812,Rogers Communications Canada Inc.,42.7597,-81.1762,393755,CloudPBX,43.6319,-79.3716,445
185,3638379597,3227975507,7992,Cogeco Cable,42.9888,-82.3592,393755,CloudPBX,43.6319,-79.3716,574
186,3227975506,1210458660,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9062,-82.11,432
187,3227975507,3518471202,393755,CloudPBX,43.6319,-79.3716,7794,Execulink Telecom Inc.,42.9856,-81.1821,762
188,3227975506,2914253051,393755,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.5528,-73.6411,1202
189,3227975506,1676918269,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.0443,-81.2391,450
190,3227975506,1210498534,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.8833,-82.15,498
191,3227975506,1249171666,393755,CloudPBX,43.6319,-79.3716,15122,Point to Point Broadband Inc.,44.4167,-80.0833,216
192,215430723,3227975486,7018,"AT&T Services, Inc.",37.751,-97.822,393755,CloudPBX,43.6319,-79.3716,23720
193,3345303600,3227975507,14007,Skyway West,43.623000000000005,-79.3936,393755,CloudPBX,43.6319,-79.3716,2604
194,3227975507,1168513348,393755,CloudPBX,43.6319,-79.3716,36493,FIBERNETICS CORPORATION,43.5637,-79.7202,516
195,3227975506,1210478642,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,43.3512,-79.78399999999999,888
196,3233437542,3227975507,7992,Cogeco Cable,42.9578,-82.2777,393755,CloudPBX,43.6319,-79.3716,377
197,3227975507,418079237,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.6319,-79.3716,756
198,3227975506,3638379610,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9888,-82.3592,52
199,3227975506,2393257058,393755,CloudPBX,43.6319,-79.3716,855,Bell Canada,47.5334,-52.7595,99
200,3233437606,3227975506,7992,Cogeco Cable,42.9578,-82.2777,393755,CloudPBX,43.6319,-79.3716,160
201,3227975507,2926902910,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,42.7597,-81.1762,333
202,3227975506,1210492887,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9578,-82.2777,209
203,3227975506,3480447027,393755,CloudPBX,43.6319,-79.3716,11478,Openface Inc.,45.4805,-73.5554,235
204,1210492887,3227975507,7992,Cogeco Cable,42.9578,-82.2777,393755,CloudPBX,43.6319,-79.3716,172
205,1217118827,3227975507,20453,Rogers Communications Canada Inc.,43.6404,-79.3995,393755,CloudPBX,43.6319,-79.3716,48
206,1279424612,3227975506,577,Bell Canada,44.3572,-79.6929,393755,CloudPBX,43.6319,-79.3716,229
207,1082947124,3227975506,40788,Start Communications,43.6572,-79.3783,393755,CloudPBX,43.6319,-79.3716,377
208,3227975506,1082947124,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6572,-79.3783,165
209,1676539840,3227975506,812,Rogers Communications Canada Inc.,47.6333,-52.85,393755,CloudPBX,43.6319,-79.3716,973
210,3227975507,1210498534,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.8833,-82.15,547
211,3227975507,3638379112,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9888,-82.3592,244
212,3227975507,1210505669,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9578,-82.2777,613
213,3227975506,411891757,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,42.9888,-82.3592,231
214,3227975486,215430723,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",37.751,-97.822,25678
215,3227975506,1612181439,393755,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.4667,-73.8833,18
216,3227975506,3638379112,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9888,-82.3592,279
217,1754333190,3227975506,15290,Allstream Corp.,43.6513,-79.3756,393755,CloudPBX,43.6319,-79.3716,568
218,3227975506,2734649919,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.623000000000005,-79.3936,149
219,3227975507,405971680,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.323,-79.8092,83
220,3227975487,215430723,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",37.751,-97.822,25877
221,3227975506,1210505719,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9578,-82.2777,288
222,755175188,3227975506,40788,Start Communications,42.9915,-81.3402,393755,CloudPBX,43.6319,-79.3716,90
223,3227975507,412232343,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.95,-82.1167,574
224,3227975506,1210508163,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9888,-82.3592,324
225,3227975506,1761238166,393755,CloudPBX,43.6319,-79.3716,15128,Comwave Telecom Inc.,43.0233,-81.1643,964
226,3227975506,3638379076,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9888,-82.3592,608
227,3227975507,3091461651,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.1285,-122.6236,129
228,3227975506,1210458758,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9888,-82.3592,270
229,3227975507,1749006169,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.9738,-86.1765,92
230,3227975507,1761238166,393755,CloudPBX,43.6319,-79.3716,15128,Comwave Telecom Inc.,43.0233,-81.1643,1293
231,3638379076,3227975506,7992,Cogeco Cable,42.9888,-82.3592,393755,CloudPBX,43.6319,-79.3716,291
232,3227975506,1082947125,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6572,-79.3783,691
233,1168513323,3227975507,36493,FIBERNETICS CORPORATION,43.5637,-79.7202,393755,CloudPBX,43.6319,-79.3716,474
234,755174586,3227975506,40788,Start Communications,43.6656,-79.383,393755,CloudPBX,43.6319,-79.3716,154
