,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_as_ip,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_as_ip,b_saddr_lat,b_saddr_long,send_A
1673,3227975506,755177515,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,45.3.24.43,43.0233,-81.1643,False
1681,755177515,3227975506,40788,Start Communications,45.3.24.43,43.0233,-81.1643,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
1705,1217118531,3227975506,20453,Rogers Communications Canada Inc.,72.139.193.67,43.6404,-79.3995,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
1728,2486945690,3227975507,16696,iTel Networks Inc,148.59.199.154,44.25,-80.55,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
1764,3227975506,1176754522,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,22652,Fibrenoire Inc.,70.35.217.90,44.25,-80.55,False
1766,1676738700,3227975507,812,Rogers Communications Canada Inc.,99.241.0.140,44.5168,-80.0164,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
1782,3227975506,2393249330,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,855,Bell Canada,142.166.22.50,47.5124,-52.6729,False
1788,2479012700,3227975506,15128,Comwave Telecom Inc.,147.194.187.92,44.0168,-78.3995,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
1800,3227975507,2393249330,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,855,Bell Canada,142.166.22.50,47.5124,-52.6729,False
1874,3227975507,2393257259,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,855,Bell Canada,142.166.53.43,47.5334,-52.7595,False
1896,2393249330,3227975507,855,Bell Canada,142.166.22.50,47.5124,-52.6729,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
1900,3227975506,755177258,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,45.3.23.42,42.9856,-81.1821,False
1923,755175897,3227975506,40788,Start Communications,45.3.17.217,43.4032,-79.7186,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
1925,3227975506,1676626115,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.239.72.195,43.0123,-81.2307,False
1959,3227975507,755177258,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,45.3.23.42,42.9856,-81.1821,False
2006,3227975507,417208698,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,11260,EastLink,24.222.25.122,45.2,-64.1167,False
2064,1210478362,3227975507,7992,Cogeco Cable,72.38.111.26,42.2767,-83.0793,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
2078,1676738700,3227975506,812,Rogers Communications Canada Inc.,99.241.0.140,44.5168,-80.0164,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
2146,3227975507,1210478362,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.111.26,42.2767,-83.0793,False
2159,1761238241,3227975506,15128,Comwave Telecom Inc.,104.250.92.225,43.0233,-81.1643,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
2165,1210478362,3227975506,7992,Cogeco Cable,72.38.111.26,42.2767,-83.0793,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
2300,3227975506,1210478362,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,72.38.111.26,42.2767,-83.0793,False
2414,412233259,3227975507,7992,Cogeco Cable,24.146.46.43,44.9001,-76.2494,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
2416,3227975507,3638379600,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,216.221.68.80,42.9888,-82.3592,False
2470,3227975507,1676535575,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.237.231.23,47.5986,-52.6926,False
2484,3227975506,1676535575,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.237.231.23,47.5986,-52.6926,False
2530,3227975506,2904576785,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,173.32.83.17,47.5986,-52.6926,False
2579,3227975506,2393257407,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,855,Bell Canada,142.166.53.191,47.5334,-52.7595,False
2591,405972613,3227975506,40788,Start Communications,24.50.166.133,42.7898,-80.204,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
2636,412232415,3227975507,7992,Cogeco Cable,24.146.42.223,42.95,-82.1167,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
2648,3225808180,3227975506,7992,Cogeco Cable,192.69.237.52,43.6319,-79.3716,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
2652,2917629161,3227975507,22652,Fibrenoire Inc.,173.231.124.233,43.6784,-79.2941,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
2668,1168513348,3227975507,36493,FIBERNETICS CORPORATION,69.166.25.68,43.5637,-79.7202,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
2703,3227975507,1676539840,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.237.247.192,47.6333,-52.85,False
2727,3227975507,2393314975,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,855,Bell Canada,142.167.22.159,47.5194,-52.8122,False
2731,1210478642,3227975507,7992,Cogeco Cable,72.38.112.50,43.3512,-79.784,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
2779,3227975507,2392989210,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,855,Bell Canada,142.162.30.26,47.5986,-52.6926,False
2793,755177258,3227975506,40788,Start Communications,45.3.23.42,42.9856,-81.1821,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
2829,3227975506,3638379600,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,216.221.68.80,42.9888,-82.3592,False
2831,2393249330,3227975506,855,Bell Canada,142.166.22.50,47.5124,-52.6729,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
2882,3227975506,3225808180,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,192.69.237.52,43.6319,-79.3716,False
2892,3227975506,3514831954,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,855,Bell Canada,209.128.20.82,47.5167,-52.7833,False
2908,3227975506,1676539840,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.237.247.192,47.6333,-52.85,False
2942,3227975506,417208698,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,11260,EastLink,24.222.25.122,45.2,-64.1167,False
2952,3225808180,3227975507,7992,Cogeco Cable,192.69.237.52,43.6319,-79.3716,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
2959,846445455,3227975507,7992,Cogeco Cable,50.115.187.143,42.9578,-82.2777,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
2973,3227975507,1217118531,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,20453,Rogers Communications Canada Inc.,72.139.193.67,43.6404,-79.3995,False
3040,1676935419,3227975507,812,Rogers Communications Canada Inc.,99.244.0.251,43.0614,-80.9943,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
3083,3638379143,3227975507,7992,Cogeco Cable,216.221.66.135,43.3799,-79.7668,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
3103,412233259,3227975506,7992,Cogeco Cable,24.146.46.43,44.9001,-76.2494,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
3207,3227975507,3626900266,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,11478,Openface Inc.,216.46.27.42,45.47,-73.6686,False
3284,1082947564,3227975506,40788,Start Communications,64.140.119.236,43.6572,-79.3783,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
3290,3227975506,2393257259,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,855,Bell Canada,142.166.53.43,47.5334,-52.7595,False
3297,3227975507,3638379143,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,216.221.66.135,43.3799,-79.7668,False
3303,1210458902,3227975506,7992,Cogeco Cable,72.38.35.22,42.9998,-82.3926,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
3309,3227975506,1210458902,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,72.38.35.22,42.9998,-82.3926,False
3321,3345303600,3227975506,14007,Skyway West,199.101.72.48,43.623,-79.3936,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
3363,755177258,3227975507,40788,Start Communications,45.3.23.42,42.9856,-81.1821,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
3367,1676935419,3227975506,812,Rogers Communications Canada Inc.,99.244.0.251,43.0614,-80.9943,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
3369,3227975506,1676935419,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.244.0.251,43.0614,-80.9943,False
3415,3638379143,3227975506,7992,Cogeco Cable,216.221.66.135,43.3799,-79.7668,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
3419,3227975506,3638379143,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,216.221.66.135,43.3799,-79.7668,False
3474,2479012700,3227975507,15128,Comwave Telecom Inc.,147.194.187.92,44.0168,-78.3995,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
3509,3227975507,1082947488,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,64.140.119.160,43.8404,-79.0251,False
3528,846445455,3227975506,7992,Cogeco Cable,50.115.187.143,42.9578,-82.2777,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
3534,3227975506,1168513348,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,36493,FIBERNETICS CORPORATION,69.166.25.68,43.5637,-79.7202,False
3579,3227975507,2479012700,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,15128,Comwave Telecom Inc.,147.194.187.92,44.0168,-78.3995,False
3581,755171943,3227975506,40788,Start Communications,45.3.2.103,42.9915,-81.3402,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
3635,3227975506,2479012700,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,15128,Comwave Telecom Inc.,147.194.187.92,44.0168,-78.3995,False
3680,3227975507,1082947564,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,64.140.119.236,43.6572,-79.3783,False
3683,3233437542,3227975506,7992,Cogeco Cable,192.186.87.102,42.9578,-82.2777,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
3711,3227975507,3225808180,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,192.69.237.52,43.6319,-79.3716,False
3790,3227975506,1249172405,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,15122,Point to Point Broadband Inc.,74.116.219.181,44.4548,-79.7352,False
3814,1249172405,3227975506,15122,Point to Point Broadband Inc.,74.116.219.181,44.4548,-79.7352,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
3846,1082947125,3227975507,40788,Start Communications,64.140.118.53,43.6572,-79.3783,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
3865,1082947125,3227975506,40788,Start Communications,64.140.118.53,43.6572,-79.3783,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
3978,1210458902,3227975507,7992,Cogeco Cable,72.38.35.22,42.9998,-82.3926,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
3993,3227975507,1210458902,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.35.22,42.9998,-82.3926,False
4019,3227975506,2926783645,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,174.115.44.157,42.8909,-81.3236,False
4032,3638379600,3227975507,7992,Cogeco Cable,216.221.68.80,42.9888,-82.3592,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
4062,3227975506,1082947184,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,64.140.118.112,43.6572,-79.3783,False
4139,3227975507,2734649389,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,162.255.112.45,43.623,-79.3936,False
4155,3227975507,3638379610,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,216.221.68.90,42.9888,-82.3592,False
4161,1082947564,3227975507,40788,Start Communications,64.140.119.236,43.6572,-79.3783,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
4169,1664327376,3227975506,7018,"AT&T Services, Inc.",99.51.158.208,42.586,-83.5006,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
4180,3227975507,412232355,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,24.146.42.163,42.95,-82.1167,False
4181,2734649389,3227975506,40788,Start Communications,162.255.112.45,43.623,-79.3936,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
4186,3227975506,2734649389,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,162.255.112.45,43.623,-79.3936,False
4202,412232355,3227975507,7992,Cogeco Cable,24.146.42.163,42.95,-82.1167,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
4208,3227975507,3514831954,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,855,Bell Canada,209.128.20.82,47.5167,-52.7833,False
4221,1676539840,3227975507,812,Rogers Communications Canada Inc.,99.237.247.192,47.6333,-52.85,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
4229,1210478642,3227975506,7992,Cogeco Cable,72.38.112.50,43.3512,-79.784,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
4285,3227975507,1082947125,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,64.140.118.53,43.6572,-79.3783,False
4302,3227975506,412232355,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,24.146.42.163,42.95,-82.1167,False
4328,1082947488,3227975507,40788,Start Communications,64.140.119.160,43.8404,-79.0251,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
4365,2734649919,3227975506,40788,Start Communications,162.255.114.63,43.623,-79.3936,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
4399,3227975506,2393277605,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,855,Bell Canada,142.166.132.165,45.2308,-66.0953,False
4434,760135190,3227975507,7992,Cogeco Cable,45.78.190.22,42.3333,-82.0,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
4472,1168513348,3227975506,36493,FIBERNETICS CORPORATION,69.166.25.68,43.5637,-79.7202,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
4482,2734649389,3227975507,40788,Start Communications,162.255.112.45,43.623,-79.3936,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
4546,2734649919,3227975507,40788,Start Communications,162.255.114.63,43.623,-79.3936,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
4579,3227975507,3638379597,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,216.221.68.77,42.9888,-82.3592,False
4594,3638379600,3227975506,7992,Cogeco Cable,216.221.68.80,42.9888,-82.3592,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
4632,3227975506,412233259,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,24.146.46.43,44.9001,-76.2494,False
4654,2926783645,3227975507,812,Rogers Communications Canada Inc.,174.115.44.157,42.8909,-81.3236,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
4721,3227975506,1176303759,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,36522,BELL MOBILITY INC.,70.28.248.143,44.2099,-80.6238,False
4725,1217073606,3227975507,812,Rogers Communications Canada Inc.,72.139.17.198,43.75,-79.3978,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
4773,3227975506,405976275,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.180.211,43.2271,-79.871,False
4826,3227975506,3233437542,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,192.186.87.102,42.9578,-82.2777,False
4862,3227975506,1217073606,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,72.139.17.198,43.75,-79.3978,False
4869,3227975506,2392989210,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,855,Bell Canada,142.162.30.26,47.5986,-52.6926,False
4904,3227975506,1217118827,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,20453,Rogers Communications Canada Inc.,72.139.194.107,43.6404,-79.3995,False
4910,3227975507,1210478642,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.112.50,43.3512,-79.784,False
4935,3638379112,3227975507,7992,Cogeco Cable,216.221.66.104,42.9888,-82.3592,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
4941,3638379597,3227975506,7992,Cogeco Cable,216.221.68.77,42.9888,-82.3592,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
4949,1082947184,3227975506,40788,Start Communications,64.140.118.112,43.6572,-79.3783,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
4983,2926902910,3227975507,812,Rogers Communications Canada Inc.,174.116.254.126,42.7597,-81.1762,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
5063,3227975507,2266474856,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,5645,"TekSavvy Solutions, Inc.",135.23.169.104,42.9976,-81.2563,False
5100,3227975507,3638379699,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,216.221.68.179,42.9578,-82.2777,False
5111,3517667510,3227975507,852,TELUS Communications Inc.,209.171.88.182,43.6655,-79.4204,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
5120,3227975506,3345303600,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,14007,Skyway West,199.101.72.48,43.623,-79.3936,False
5140,418079237,3227975507,812,Rogers Communications Canada Inc.,24.235.98.5,43.6319,-79.3716,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
5195,1761238421,3227975507,15128,Comwave Telecom Inc.,104.250.93.149,43.8432,-79.5644,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
5279,3227975506,2393314975,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,855,Bell Canada,142.167.22.159,47.5194,-52.8122,False
5281,418079237,3227975506,812,Rogers Communications Canada Inc.,24.235.98.5,43.6319,-79.3716,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
5365,3227975506,418079237,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,24.235.98.5,43.6319,-79.3716,False
5369,2393257259,3227975507,855,Bell Canada,142.166.53.43,47.5334,-52.7595,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
5389,3233432126,3227975506,7992,Cogeco Cable,192.186.66.62,43.3799,-79.7668,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
5417,405972604,3227975507,40788,Start Communications,24.50.166.124,43.5588,-80.3004,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
5422,3227975507,2393277605,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,855,Bell Canada,142.166.132.165,45.2308,-66.0953,False
5506,3227975507,1249171666,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,15122,Point to Point Broadband Inc.,74.116.216.210,44.4167,-80.0833,False
5516,1210492883,3227975506,7992,Cogeco Cable,72.38.167.211,42.9578,-82.2777,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
5634,1249601702,3227975507,14860,"SMARTCOM TELEPHONE, LLC",74.123.104.166,26.2159,-98.3253,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
5636,417208698,3227975507,11260,EastLink,24.222.25.122,45.2,-64.1167,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
5655,1676626115,3227975507,812,Rogers Communications Canada Inc.,99.239.72.195,43.0123,-81.2307,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
5742,3227975506,3638379597,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,216.221.68.77,42.9888,-82.3592,False
5764,3227975507,846445455,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,50.115.187.143,42.9578,-82.2777,False
5776,3227975506,755171943,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,45.3.2.103,42.9915,-81.3402,False
5792,3227975506,1677619609,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.254.113.153,43.0147,-81.3049,False
5812,3227975506,3518471202,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7794,Execulink Telecom Inc.,209.183.156.34,42.9856,-81.1821,False
5850,3227975506,2926902910,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,174.116.254.126,42.7597,-81.1762,False
5876,3227975506,1082947564,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,64.140.119.236,43.6572,-79.3783,False
