,a_saddr_asn,a_saddr_asorg,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_lat,b_saddr_long
7635,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.1285,-122.6236
7649,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.9738,-86.1765
7853,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.2055,-79.9004
8053,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",38.9057,-76.9783
8260,393755,CloudPBX,43.6319,-79.3716,15128,Comwave Telecom Inc.,43.8432,-79.5644
8367,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6656,-79.383
8417,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.8582,-79.3985
8922,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.8686,-86.1003
9239,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.8227,-86.145
9542,393755,CloudPBX,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",40.4894,-85.5977
9642,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.3333,-82.0
9741,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,44.1665,-77.4037
10267,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,44.6087,-79.4207
10388,393755,CloudPBX,43.6319,-79.3716,577,Bell Canada,46.7749,-71.3344
10415,393755,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.5354,-73.6061
10488,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.7276,-79.3148
11165,393755,CloudPBX,43.6319,-79.3716,577,Bell Canada,43.8333,-79.5
11187,393755,CloudPBX,43.6319,-79.3716,15290,Allstream Corp.,43.6655,-79.4204
11316,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.1432,-80.7338
11940,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.6572,-79.3783
12012,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.8512,-86.2651
12147,393755,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,46.8287,-71.334
13810,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.7223,-79.4504
13873,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.3167,-82.9
14163,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.8401,-86.0548
14404,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",42.2639,-88.8443
15168,393755,CloudPBX,43.6319,-79.3716,577,Bell Canada,42.9644,-82.3259
15297,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.2949,-83.052
15448,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.7838,-86.0477
15467,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,44.3572,-79.6929
15517,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,44.3001,-79.6496
15988,393755,CloudPBX,43.6319,-79.3716,577,Bell Canada,43.6656,-79.383
16098,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.7132,-86.2617
16598,393755,CloudPBX,43.6319,-79.3716,20161,TeraGo Networks Inc.,43.8227,-79.3946
17616,393755,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.5394,-73.6513
17981,393755,CloudPBX,43.6319,-79.3716,15290,Allstream Corp.,43.6513,-79.3756
19261,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.8177,-79.2819
20395,393755,CloudPBX,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",40.5099,-85.6264
22191,393755,CloudPBX,43.6319,-79.3716,15128,Comwave Telecom Inc.,43.2164,-79.7423
23163,393755,CloudPBX,43.6319,-79.3716,22652,Fibrenoire Inc.,43.6784,-79.2941
24195,393755,CloudPBX,43.6319,-79.3716,14007,Skyway West,49.2788,-123.1139
24422,393755,CloudPBX,43.6319,-79.3716,22773,Cox Communications Inc.,33.5076,-112.0583
25729,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.3799,-79.7668
25752,393755,CloudPBX,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",39.7851,-86.1665
26856,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",39.3656,-76.6199
28054,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",44.9198,-93.4832
29312,393755,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.316,-123.0576
30533,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,42.8719,-81.2472
31512,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.1604,-119.8618
34355,393755,CloudPBX,43.6319,-79.3716,16696,iTel Networks Inc,44.25,-80.55
34364,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.4238,-82.1183
35971,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.299,-123.1408
38573,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2788,-123.1139
39214,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,42.966,-81.2053
39422,393755,CloudPBX,43.6319,-79.3716,15290,Allstream Corp.,43.5924,-79.7611
39476,393755,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.4594,-73.5501
41458,393755,CloudPBX,43.6319,-79.3716,1403,EBOX,45.5009,-73.5877
43592,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.6192,-79.6538
44522,393755,CloudPBX,43.6319,-79.3716,13768,Cogeco Peer 1,43.6021,-79.5402
48591,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",37.751,-97.822
50211,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.2007,-83.0276
50277,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,44.5168,-80.0164
53033,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,53.55,-113.5
53121,393755,CloudPBX,43.6319,-79.3716,25668,Cipherkey Exchange Corp.,49.2497,-123.166
53763,393755,CloudPBX,43.6319,-79.3716,54527,Astute Hosting Inc.,49.2866,-123.1158
56342,393755,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.5055,-73.8789
59740,393755,CloudPBX,43.6319,-79.3716,14860,"SMARTCOM TELEPHONE, LLC",26.2159,-98.3253
64368,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,42.9976,-81.2563
65298,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",28.8743,-81.686
68146,393755,CloudPBX,43.6319,-79.3716,40191,ZEROFAIL,45.4987,-73.5793
68870,393755,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2478,-122.9938
77473,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",42.5038,-83.4764
81469,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,42.7898,-80.204
83963,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,44.4001,-79.6663
84834,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",39.2575,-76.4951
85099,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,47.5334,-52.7595
85940,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.1783,-82.7715
98276,393755,CloudPBX,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",39.895,-86.1804
117213,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,52.3834,-113.7853
123479,393755,CloudPBX,43.6319,-79.3716,393544,"Jasper Technologies, Inc.",43.6655,-79.4204
132707,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",41.8876,-87.6368
143378,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,51.0876,-114.0214
146387,393755,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2866,-123.1158
147595,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",42.3539,-83.212
158495,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.5588,-80.3004
159268,393755,CloudPBX,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",39.9738,-86.1765
189846,393755,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.504,-73.5747
190273,393755,CloudPBX,43.6319,-79.3716,6171,WorldGate,53.4914,-113.4802
195384,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2866,-123.1158
224683,393755,CloudPBX,43.6319,-79.3716,35911,Telebec,48.1002,-77.7828
239028,393755,CloudPBX,43.6319,-79.3716,36522,BELL MOBILITY INC.,43.4389,-80.2649
246269,393755,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2397,-123.0407
256293,393755,CloudPBX,43.6319,-79.3716,21928,"T-Mobile USA, Inc.",39.7428,-104.8997
275995,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.8719,-78.9378
276836,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,51.0419,-114.2
282571,393755,CloudPBX,43.6319,-79.3716,14663,TELUS Communications Inc.,43.6319,-79.3716
285979,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",41.8802,-87.7566
291812,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6605,-79.4633
308791,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,48.9682,-54.5906
320209,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.2001,-79.5663
323078,393755,CloudPBX,43.6319,-79.3716,20057,AT&T Mobility LLC,41.8483,-87.6517
332647,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6861,-79.4025
351407,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.6861,-79.4025
363275,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.2783,-79.8344
365625,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,45.6167,-73.75
399117,393755,CloudPBX,43.6319,-79.3716,36522,BELL MOBILITY INC.,44.4548,-79.7352
403892,393755,CloudPBX,43.6319,-79.3716,20115,Charter Communications,43.3208,-88.0314
410964,393755,CloudPBX,43.6319,-79.3716,577,Bell Canada,44.4001,-79.6663
415426,393755,CloudPBX,43.6319,-79.3716,855,Bell Canada,45.0691,-64.4696
442372,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.0374,-122.8299
452022,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2475,-123.121
457594,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.812,-119.5076
463334,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.8928,-119.4852
468596,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.262,-123.0923
479867,393755,CloudPBX,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",40.0698,-85.9817
514445,393755,CloudPBX,43.6319,-79.3716,11260,EastLink,45.0963,-63.4701
519264,393755,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.518299999999996,-73.5023
536330,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",41.8251,-88.2049
566919,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,51.0242,-114.1004
615219,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2779,-123.0908
689228,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6655,-79.4378
756689,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,53.5185,-113.6579
771652,393755,CloudPBX,43.6319,-79.3716,855,Bell Canada,47.483,-52.8415
773133,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.0997,-122.6526
807192,393755,CloudPBX,43.6319,-79.3716,577,Bell Canada,46.7589,-71.298
834393,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,53.7168,-113.2187
850400,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,42.9001,-78.9329
867443,393755,CloudPBX,43.6319,-79.3716,577,Bell Canada,43.6319,-79.3716
901894,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6655,-79.4204
905397,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",41.4807,-87.7277
913548,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,53.5428,-113.4974
951803,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2196,-122.6164
966584,393755,CloudPBX,43.6319,-79.3716,14007,Skyway West,49.316,-123.0576
966915,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.0791,-122.7553
967020,393755,CloudPBX,43.6319,-79.3716,16509,"Amazon.com, Inc.",45.8696,-119.688
967178,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.3615,-123.2627
967219,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,53.4609,-113.4519
967262,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2795,-123.0667
967286,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2779,-123.0908
967351,393755,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2767,-123.13
967383,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.1661,-122.5792
967568,393755,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2475,-123.121
967637,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2833,-123.1298
967855,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2436,-122.7865
967929,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.25,-123.1333
967933,393755,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2666,-123.1976
968078,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,53.2667,-113.5333
968121,393755,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2788,-123.1139
968226,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2327,-123.0917
968285,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2788,-123.1139
968452,393755,CloudPBX,43.6319,-79.3716,6171,WorldGate,53.4154,-113.4178
968530,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2492,-123.1104
968588,393755,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2795,-123.0667
969094,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,53.5333,-113.9167
969173,393755,CloudPBX,43.6319,-79.3716,40029,Novus Entertainment Inc.,49.2788,-123.1139
969238,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2068,-122.4851
969318,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,50.0163,-124.3226
969331,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.316,-123.0576
969516,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.0423,-122.2835
970181,393755,CloudPBX,43.6319,-79.3716,13768,Cogeco Peer 1,49.2344,-123.1451
970261,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.0384,-122.3485
970264,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.1889,-122.873
970327,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2795,-123.0667
970489,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2275,-122.9301
970782,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.0787,-121.6098
970821,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,48.4267,-123.3655
970825,393755,CloudPBX,43.6319,-79.3716,14007,Skyway West,48.4167,-123.365
970955,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2667,-122.7833
971633,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2646,-123.1648
972525,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2475,-123.121
972614,393755,CloudPBX,43.6319,-79.3716,14007,Skyway West,49.2807,-123.0397
988949,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",41.8811,-87.8786
1033222,393755,CloudPBX,43.6319,-79.3716,855,Bell Canada,47.4212,-52.8077
1096675,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2666,-123.1976
1206101,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,43.1836,-79.9902
1224948,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",41.6045,-87.9956
1230792,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.8156,-79.4534
1288723,393755,CloudPBX,43.6319,-79.3716,18809,Cable Onda,8.9936,-79.5197
1321427,393755,CloudPBX,43.6319,-79.3716,577,Bell Canada,43.9251,-78.8287
1330290,393755,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,47.8304,-69.5342
1343965,393755,CloudPBX,43.6319,-79.3716,577,Bell Canada,47.3507,-71.202
1347383,393755,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.45,-73.75
1350928,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,42.8909,-81.3236
1353167,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.5647,-79.5852
