,a_saddr_asn,a_saddr_asorg,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_lat,b_saddr_long
1014546,855,Bell Canada,47.4212,-52.8077,395766,CloudPBX,40.7432,-75.2242
1015384,395766,CloudPBX,40.7432,-75.2242,7018,"AT&T Services, Inc.",39.8686,-86.1003
1019025,395766,CloudPBX,40.7432,-75.2242,855,Bell Canada,47.4212,-52.8077
1024033,577,Bell Canada,49.2667,-122.7833,395766,CloudPBX,40.7432,-75.2242
1025363,395766,CloudPBX,40.7432,-75.2242,7018,"AT&T Services, Inc.",39.1604,-119.8618
1028334,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,49.2866,-123.1158
1040454,395766,CloudPBX,40.7432,-75.2242,20115,Charter Communications,43.3208,-88.0314
1043180,7018,"AT&T Services, Inc.",42.203,-83.3166,395766,CloudPBX,40.7432,-75.2242
1045066,852,TELUS Communications Inc.,48.4993,-123.4003,395766,CloudPBX,40.7432,-75.2242
1045797,22652,Fibrenoire Inc.,43.6564,-79.386,395766,CloudPBX,40.7432,-75.2242
1045947,7018,"AT&T Services, Inc.",42.5038,-83.4764,395766,CloudPBX,40.7432,-75.2242
1047316,22652,Fibrenoire Inc.,44.25,-80.55,395766,CloudPBX,40.7432,-75.2242
1047876,7018,"AT&T Services, Inc.",42.586,-83.5006,395766,CloudPBX,40.7432,-75.2242
1048156,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.6605,-79.4633
1049519,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.6319,-79.3716
1049670,395766,CloudPBX,40.7432,-75.2242,855,Bell Canada,45.2308,-66.0953
1050345,22652,Fibrenoire Inc.,43.6784,-79.2941,395766,CloudPBX,40.7432,-75.2242
1051037,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.8833,-82.15
1051269,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.0147,-81.3049
1051440,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.5148,-79.884
1051525,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.9062,-82.11
1052304,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.3167,-82.9
1052450,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.6655,-79.4378
1052899,40788,Start Communications,43.6655,-79.4378,395766,CloudPBX,40.7432,-75.2242
1053396,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,43.6655,-79.4204
1053758,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.95,-82.1167
1053759,395766,CloudPBX,40.7432,-75.2242,5769,Videotron Telecom Ltee,45.5354,-73.6061
1053773,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.2767,-83.0793
1053788,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.9998,-82.3926
1053791,36522,BELL MOBILITY INC.,44.4548,-79.7352,395766,CloudPBX,40.7432,-75.2242
1053823,7992,Cogeco Cable,42.9998,-82.3926,395766,CloudPBX,40.7432,-75.2242
1053830,395766,CloudPBX,40.7432,-75.2242,15290,Allstream Corp.,43.6513,-79.3756
1053834,40788,Start Communications,43.6655,-79.4204,395766,CloudPBX,40.7432,-75.2242
1053890,20453,Rogers Communications Canada Inc.,43.6404,-79.3995,395766,CloudPBX,40.7432,-75.2242
1053926,5645,"TekSavvy Solutions, Inc.",42.9976,-81.2563,395766,CloudPBX,40.7432,-75.2242
1054088,812,Rogers Communications Canada Inc.,44.6087,-79.4207,395766,CloudPBX,40.7432,-75.2242
1054092,40788,Start Communications,43.2001,-79.5663,395766,CloudPBX,40.7432,-75.2242
1054140,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.0443,-81.2391
1054145,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,43.6319,-79.3716
1054244,395766,CloudPBX,40.7432,-75.2242,15128,Comwave Telecom Inc.,44.0168,-78.3995
1054249,40788,Start Communications,43.6656,-79.383,395766,CloudPBX,40.7432,-75.2242
1054317,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.0123,-81.2307
1054355,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,43.3799,-79.7668
1054364,7992,Cogeco Cable,43.3799,-79.7668,395766,CloudPBX,40.7432,-75.2242
1054371,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.6655,-79.4204
1054410,7992,Cogeco Cable,42.4238,-82.1183,395766,CloudPBX,40.7432,-75.2242
1054482,395766,CloudPBX,40.7432,-75.2242,22652,Fibrenoire Inc.,44.25,-80.55
1054486,395766,CloudPBX,40.7432,-75.2242,15122,Point to Point Broadband Inc.,44.4548,-79.7352
1054516,395766,CloudPBX,40.7432,-75.2242,15122,Point to Point Broadband Inc.,44.4167,-80.0833
1054517,852,TELUS Communications Inc.,53.55,-113.5,395766,CloudPBX,40.7432,-75.2242
1054556,15290,Allstream Corp.,43.6513,-79.3756,395766,CloudPBX,40.7432,-75.2242
1054620,395766,CloudPBX,40.7432,-75.2242,22652,Fibrenoire Inc.,43.6564,-79.386
1054659,7992,Cogeco Cable,43.3512,-79.784,395766,CloudPBX,40.7432,-75.2242
1054738,395766,CloudPBX,40.7432,-75.2242,577,Bell Canada,43.6319,-79.3716
1054856,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.1783,-82.7715
1055015,395766,CloudPBX,40.7432,-75.2242,16696,iTel Networks Inc,44.25,-80.55
1055044,577,Bell Canada,43.6319,-79.3716,395766,CloudPBX,40.7432,-75.2242
1055085,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,44.9001,-76.2494
1055099,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.6572,-79.3783
1055227,812,Rogers Communications Canada Inc.,43.6319,-79.3716,395766,CloudPBX,40.7432,-75.2242
1055267,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,43.3512,-79.784
1055289,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.3333,-82.0
1055378,7992,Cogeco Cable,42.3333,-82.0,395766,CloudPBX,40.7432,-75.2242
1055419,7992,Cogeco Cable,44.9001,-76.2494,395766,CloudPBX,40.7432,-75.2242
1055537,395766,CloudPBX,40.7432,-75.2242,7794,Execulink Telecom Inc.,42.9856,-81.1821
1055639,40788,Start Communications,43.2055,-79.9004,395766,CloudPBX,40.7432,-75.2242
1055659,395766,CloudPBX,40.7432,-75.2242,22652,Fibrenoire Inc.,43.6784,-79.2941
1055777,36493,FIBERNETICS CORPORATION,43.5637,-79.7202,395766,CloudPBX,40.7432,-75.2242
1055792,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.8404,-79.0251
1055833,40788,Start Communications,43.8404,-79.0251,395766,CloudPBX,40.7432,-75.2242
1055834,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.2007,-83.0276
1055842,40788,Start Communications,43.2271,-79.871,395766,CloudPBX,40.7432,-75.2242
1055844,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.4881,-79.7098
1056009,16696,iTel Networks Inc,44.25,-80.55,395766,CloudPBX,40.7432,-75.2242
1056081,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.2001,-79.5663
1056129,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.2949,-83.052
1056184,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,42.8909,-81.3236
1056341,812,Rogers Communications Canada Inc.,42.8909,-81.3236,395766,CloudPBX,40.7432,-75.2242
1056401,577,Bell Canada,43.8333,-79.5,395766,CloudPBX,40.7432,-75.2242
1056410,40788,Start Communications,42.9915,-81.3402,395766,CloudPBX,40.7432,-75.2242
1056430,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,47.5334,-52.7595
1056646,395766,CloudPBX,40.7432,-75.2242,577,Bell Canada,44.4001,-79.6663
1056783,7794,Execulink Telecom Inc.,42.9856,-81.1821,395766,CloudPBX,40.7432,-75.2242
1056983,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.75,-79.3978
1057041,395766,CloudPBX,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",39.9738,-86.1765
1057172,15122,Point to Point Broadband Inc.,44.4548,-79.7352,395766,CloudPBX,40.7432,-75.2242
1057229,395766,CloudPBX,40.7432,-75.2242,5645,"TekSavvy Solutions, Inc.",42.9976,-81.2563
1057375,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,44.4001,-79.6663
1057666,15122,Point to Point Broadband Inc.,44.4167,-80.0833,395766,CloudPBX,40.7432,-75.2242
1057671,395766,CloudPBX,40.7432,-75.2242,577,Bell Canada,43.8333,-79.5
1057804,812,Rogers Communications Canada Inc.,43.0123,-81.2307,395766,CloudPBX,40.7432,-75.2242
1057830,395766,CloudPBX,40.7432,-75.2242,577,Bell Canada,43.6656,-79.383
1057899,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.1432,-80.7338
1058106,395766,CloudPBX,40.7432,-75.2242,5769,Videotron Telecom Ltee,45.504,-73.5747
1058357,40788,Start Communications,43.5588,-80.3004,395766,CloudPBX,40.7432,-75.2242
1058397,7992,Cogeco Cable,42.1783,-82.7715,395766,CloudPBX,40.7432,-75.2242
1058755,395766,CloudPBX,40.7432,-75.2242,15128,Comwave Telecom Inc.,43.2164,-79.7423
1058790,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,52.3834,-113.7853
1059465,395766,CloudPBX,40.7432,-75.2242,7922,"Comcast Cable Communications, LLC",28.8743,-81.686
1059590,577,Bell Canada,44.4001,-79.6663,395766,CloudPBX,40.7432,-75.2242
1059909,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.5588,-80.3004
1059932,6327,Shaw Communications Inc.,53.5185,-113.6579,395766,CloudPBX,40.7432,-75.2242
1059946,395766,CloudPBX,40.7432,-75.2242,36493,FIBERNETICS CORPORATION,43.5637,-79.7202
1060025,40788,Start Communications,42.9001,-78.9329,395766,CloudPBX,40.7432,-75.2242
1060050,812,Rogers Communications Canada Inc.,43.1432,-80.7338,395766,CloudPBX,40.7432,-75.2242
1060562,395766,CloudPBX,40.7432,-75.2242,15128,Comwave Telecom Inc.,43.8432,-79.5644
1060585,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.0233,-81.1643
1060785,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.7223,-79.4504
1060804,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,42.9001,-78.9329
1060847,40788,Start Communications,43.0233,-81.1643,395766,CloudPBX,40.7432,-75.2242
1060993,577,Bell Canada,44.3572,-79.6929,395766,CloudPBX,40.7432,-75.2242
1061529,395766,CloudPBX,40.7432,-75.2242,7922,"Comcast Cable Communications, LLC",42.2639,-88.8443
1062356,7992,Cogeco Cable,42.2949,-83.052,395766,CloudPBX,40.7432,-75.2242
1062373,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.6656,-79.383
1063010,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.6192,-79.6538
1063031,395766,CloudPBX,40.7432,-75.2242,7922,"Comcast Cable Communications, LLC",41.6045,-87.9956
1063140,577,Bell Canada,43.6656,-79.383,395766,CloudPBX,40.7432,-75.2242
1063289,812,Rogers Communications Canada Inc.,43.75,-79.3978,395766,CloudPBX,40.7432,-75.2242
1064110,6171,WorldGate,53.4154,-113.4178,395766,CloudPBX,40.7432,-75.2242
1064270,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,44.3572,-79.6929
1064539,40788,Start Communications,43.4881,-79.7098,395766,CloudPBX,40.7432,-75.2242
1065117,395766,CloudPBX,40.7432,-75.2242,22773,Cox Communications Inc.,33.5076,-112.0583
1065313,395766,CloudPBX,40.7432,-75.2242,7018,"AT&T Services, Inc.",39.7132,-86.2617
1065353,395766,CloudPBX,40.7432,-75.2242,11260,EastLink,45.0963,-63.4701
1065389,15128,Comwave Telecom Inc.,43.2164,-79.7423,395766,CloudPBX,40.7432,-75.2242
1065576,40788,Start Communications,43.3799,-79.7668,395766,CloudPBX,40.7432,-75.2242
1065964,395766,CloudPBX,40.7432,-75.2242,5769,Videotron Telecom Ltee,45.4667,-73.8833
1066500,40788,Start Communications,43.6605,-79.4633,395766,CloudPBX,40.7432,-75.2242
1067112,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,44.3001,-79.6496
1067409,395766,CloudPBX,40.7432,-75.2242,15290,Allstream Corp.,43.5924,-79.7611
1067923,395766,CloudPBX,40.7432,-75.2242,36522,BELL MOBILITY INC.,44.4548,-79.7352
1068517,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.2055,-79.9004
1072289,812,Rogers Communications Canada Inc.,43.8769,-79.2686,395766,CloudPBX,40.7432,-75.2242
1072433,6983,"Earthlink, Inc.",39.972,-75.0479,395766,CloudPBX,40.7432,-75.2242
1072772,812,Rogers Communications Canada Inc.,43.7223,-79.4504,395766,CloudPBX,40.7432,-75.2242
1073304,40788,Start Communications,43.2783,-79.8344,395766,CloudPBX,40.7432,-75.2242
1074289,7922,"Comcast Cable Communications, LLC",42.3539,-83.212,395766,CloudPBX,40.7432,-75.2242
1075773,40788,Start Communications,43.0147,-81.3049,395766,CloudPBX,40.7432,-75.2242
1075840,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.3799,-79.7668
1076466,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.8177,-79.2819
1077199,395766,CloudPBX,40.7432,-75.2242,36522,BELL MOBILITY INC.,43.6736,-79.4035
1079189,812,Rogers Communications Canada Inc.,44.4001,-79.6663,395766,CloudPBX,40.7432,-75.2242
1079646,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,42.9915,-81.3402
1079702,812,Rogers Communications Canada Inc.,42.966,-81.2053,395766,CloudPBX,40.7432,-75.2242
1080415,14654,"Wayport, Inc.",37.751,-97.822,395766,CloudPBX,40.7432,-75.2242
1080418,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.6656,-79.383
1083127,14860,"SMARTCOM TELEPHONE, LLC",26.2159,-98.3253,395766,CloudPBX,40.7432,-75.2242
1083144,1403,EBOX,45.5009,-73.5877,395766,CloudPBX,40.7432,-75.2242
1083869,395766,CloudPBX,40.7432,-75.2242,7018,"AT&T Services, Inc.",42.586,-83.5006
1084375,395766,CloudPBX,40.7432,-75.2242,577,Bell Canada,42.9644,-82.3259
1088406,395766,CloudPBX,40.7432,-75.2242,577,Bell Canada,44.3572,-79.6929
1089339,395766,CloudPBX,40.7432,-75.2242,14860,"SMARTCOM TELEPHONE, LLC",26.2159,-98.3253
1092331,812,Rogers Communications Canada Inc.,44.3001,-79.6496,395766,CloudPBX,40.7432,-75.2242
1093944,7992,Cogeco Cable,42.2007,-83.0276,395766,CloudPBX,40.7432,-75.2242
1095834,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.0147,-81.3049
1095930,395766,CloudPBX,40.7432,-75.2242,35911,Telebec,48.1002,-77.7828
1096121,5769,Videotron Telecom Ltee,45.4594,-73.5501,395766,CloudPBX,40.7432,-75.2242
1096859,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,49.2666,-123.1976
1135104,5769,Videotron Telecom Ltee,45.518299999999996,-73.5023,395766,CloudPBX,40.7432,-75.2242
1156361,577,Bell Canada,43.6655,-79.4378,395766,CloudPBX,40.7432,-75.2242
1158001,7018,"AT&T Services, Inc.",41.4807,-87.7277,395766,CloudPBX,40.7432,-75.2242
1181827,395766,CloudPBX,40.7432,-75.2242,855,Bell Canada,47.483,-52.8415
1200869,812,Rogers Communications Canada Inc.,43.6861,-79.4025,395766,CloudPBX,40.7432,-75.2242
1229503,812,Rogers Communications Canada Inc.,43.8156,-79.4534,395766,CloudPBX,40.7432,-75.2242
1272740,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.8156,-79.4534
1290419,36522,BELL MOBILITY INC.,45.4166,-75.6904,395766,CloudPBX,40.7432,-75.2242
1296084,7922,"Comcast Cable Communications, LLC",41.8802,-87.7566,395766,CloudPBX,40.7432,-75.2242
