,,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,b_saddr_asn,b_saddr_asorg
70037799,2018-03-05,3227975506,410147532,393755,CloudPBX,812,Rogers Communications Canada Inc.
70041938,2018-03-05,3227975507,410147532,393755,CloudPBX,812,Rogers Communications Canada Inc.
70045444,2018-03-05,3227975506,410147624,393755,CloudPBX,812,Rogers Communications Canada Inc.
70104490,2018-03-05,3227975507,410147624,393755,CloudPBX,812,Rogers Communications Canada Inc.
66270802,2018-01-25,3227975506,410147676,393755,CloudPBX,812,Rogers Communications Canada Inc.
66277676,2018-01-25,3227975507,410147676,393755,CloudPBX,812,Rogers Communications Canada Inc.
66266681,2018-01-25,3227975506,410147702,393755,CloudPBX,812,Rogers Communications Canada Inc.
66274696,2018-01-25,3227975507,410147702,393755,CloudPBX,812,Rogers Communications Canada Inc.
66265844,2018-01-25,3227975507,410148179,393755,CloudPBX,812,Rogers Communications Canada Inc.
66271547,2018-01-25,3227975506,410148179,393755,CloudPBX,812,Rogers Communications Canada Inc.
73242580,2018-04-03,3227975506,410150244,393755,CloudPBX,812,Rogers Communications Canada Inc.
73273948,2018-04-03,3227975507,410150244,393755,CloudPBX,812,Rogers Communications Canada Inc.
73380258,2018-04-04,3227975507,410150415,393755,CloudPBX,812,Rogers Communications Canada Inc.
73397278,2018-04-04,3227975506,410150415,393755,CloudPBX,812,Rogers Communications Canada Inc.
66266270,2018-01-25,3227975506,410150491,393755,CloudPBX,812,Rogers Communications Canada Inc.
66281632,2018-01-25,3227975507,410150491,393755,CloudPBX,812,Rogers Communications Canada Inc.
70031109,2018-03-05,3227975506,410150507,393755,CloudPBX,812,Rogers Communications Canada Inc.
70101069,2018-03-05,3227975507,410150507,393755,CloudPBX,812,Rogers Communications Canada Inc.
67487239,2018-02-07,3227975506,410150597,393755,CloudPBX,812,Rogers Communications Canada Inc.
73252810,2018-04-03,3227975507,410150745,393755,CloudPBX,812,Rogers Communications Canada Inc.
73320665,2018-04-03,3227975506,410150745,393755,CloudPBX,812,Rogers Communications Canada Inc.
71694549,2018-03-19,3227975507,410150820,393755,CloudPBX,812,Rogers Communications Canada Inc.
71708361,2018-03-19,3227975506,410150820,393755,CloudPBX,812,Rogers Communications Canada Inc.
73379511,2018-04-04,3227975506,410151406,393755,CloudPBX,812,Rogers Communications Canada Inc.
73379519,2018-04-04,3227975507,410151406,393755,CloudPBX,812,Rogers Communications Canada Inc.
74140181,2018-04-11,3227975507,410719962,393755,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
74141603,2018-04-11,3227975506,410719962,393755,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
74188182,2018-04-11,1654599251,410719962,395766,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
75202100,2018-04-20,1654599250,410719962,395766,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
78140523,2018-05-23,3227975250,410719962,395152,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
66147834,2018-01-23,3227975250,410720570,395152,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
74420603,2018-04-13,1654599250,410720570,395766,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
74467457,2018-04-13,1654599251,410720570,395766,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
74577315,2018-04-16,3227975506,410720570,393755,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
76004670,2018-04-30,3227975507,410720570,393755,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
78076517,2018-05-22,3227975251,410720570,395152,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
66700829,2018-01-30,3227975506,411654731,393755,CloudPBX,11260,EastLink
64490119,2018-01-01,1654599251,411685143,395766,CloudPBX,812,Rogers Communications Canada Inc.
64491032,2018-01-01,1654599250,411685143,395766,CloudPBX,812,Rogers Communications Canada Inc.
64504391,2018-01-02,3227975506,411685143,393755,CloudPBX,812,Rogers Communications Canada Inc.
64505079,2018-01-02,3227975507,411685143,393755,CloudPBX,812,Rogers Communications Canada Inc.
64624110,2018-01-03,3227975251,411685143,395152,CloudPBX,812,Rogers Communications Canada Inc.
64627514,2018-01-03,3227975250,411685143,395152,CloudPBX,812,Rogers Communications Canada Inc.
64491373,2018-01-01,1654599250,411685144,395766,CloudPBX,812,Rogers Communications Canada Inc.
64499917,2018-01-01,1654599251,411685144,395766,CloudPBX,812,Rogers Communications Canada Inc.
64506496,2018-01-02,3227975507,411685144,393755,CloudPBX,812,Rogers Communications Canada Inc.
64507905,2018-01-02,3227975506,411685144,393755,CloudPBX,812,Rogers Communications Canada Inc.
65944408,2018-01-21,3227975251,411685144,395152,CloudPBX,812,Rogers Communications Canada Inc.
66115081,2018-01-23,3227975250,411685144,395152,CloudPBX,812,Rogers Communications Canada Inc.
64611904,2018-01-03,3227975506,411891757,393755,CloudPBX,40788,Start Communications
64626642,2018-01-03,3227975507,411891757,393755,CloudPBX,40788,Start Communications
64720514,2018-01-04,1654599251,411891757,395766,CloudPBX,40788,Start Communications
65041044,2018-01-09,1654599250,411891757,395766,CloudPBX,40788,Start Communications
66114481,2018-01-23,3227975250,411891757,395152,CloudPBX,40788,Start Communications
66135566,2018-01-23,3227975251,411891757,395152,CloudPBX,40788,Start Communications
69400973,2018-02-26,3227975506,411923405,393755,CloudPBX,7992,Cogeco Cable
64496615,2018-01-01,3227975506,412232343,393755,CloudPBX,7992,Cogeco Cable
64534725,2018-01-02,3227975507,412232343,393755,CloudPBX,7992,Cogeco Cable
66107297,2018-01-23,3227975250,412232343,395152,CloudPBX,7992,Cogeco Cable
66114433,2018-01-23,3227975251,412232343,395152,CloudPBX,7992,Cogeco Cable
66129467,2018-01-23,1654599250,412232343,395766,CloudPBX,7992,Cogeco Cable
66138745,2018-01-23,1654599251,412232343,395766,CloudPBX,7992,Cogeco Cable
64507444,2018-01-02,3227975506,412232355,393755,CloudPBX,7992,Cogeco Cable
64509655,2018-01-02,3227975507,412232355,393755,CloudPBX,7992,Cogeco Cable
66108766,2018-01-23,3227975251,412232355,395152,CloudPBX,7992,Cogeco Cable
66109059,2018-01-23,3227975250,412232355,395152,CloudPBX,7992,Cogeco Cable
66135127,2018-01-23,1654599250,412232355,395766,CloudPBX,7992,Cogeco Cable
78132678,2018-05-23,1654599251,412232355,395766,CloudPBX,7992,Cogeco Cable
64508439,2018-01-02,3227975507,412232415,393755,CloudPBX,7992,Cogeco Cable
64511867,2018-01-02,3227975506,412232415,393755,CloudPBX,7992,Cogeco Cable
66126789,2018-01-23,3227975251,412232415,395152,CloudPBX,7992,Cogeco Cable
78129806,2018-05-23,1654599251,412232415,395766,CloudPBX,7992,Cogeco Cable
78133166,2018-05-23,3227975250,412232415,395152,CloudPBX,7992,Cogeco Cable
78147023,2018-05-23,1654599250,412232415,395766,CloudPBX,7992,Cogeco Cable
68168750,2018-02-14,3227975251,412232784,395152,CloudPBX,7992,Cogeco Cable
68179882,2018-02-14,3227975506,412232784,393755,CloudPBX,7992,Cogeco Cable
68198553,2018-02-14,3227975250,412232784,395152,CloudPBX,7992,Cogeco Cable
68449841,2018-02-16,3227975507,412232784,393755,CloudPBX,7992,Cogeco Cable
64931765,2018-01-08,3227975250,412232792,395152,CloudPBX,7992,Cogeco Cable
64935381,2018-01-08,3227975506,412232792,393755,CloudPBX,7992,Cogeco Cable
65039293,2018-01-09,3227975507,412232792,393755,CloudPBX,7992,Cogeco Cable
65333260,2018-01-12,3227975251,412232792,395152,CloudPBX,7992,Cogeco Cable
66104711,2018-01-23,1654599250,412232792,395766,CloudPBX,7992,Cogeco Cable
78453774,2018-05-28,3227975507,412232793,393755,CloudPBX,7992,Cogeco Cable
70133013,2018-03-05,3227975507,412232819,393755,CloudPBX,7992,Cogeco Cable
70323949,2018-03-06,3227975506,412232819,393755,CloudPBX,7992,Cogeco Cable
70684635,2018-03-09,3227975251,412232819,395152,CloudPBX,7992,Cogeco Cable
68755543,2018-02-20,3227975506,412232824,393755,CloudPBX,7992,Cogeco Cable
68794466,2018-02-20,3227975251,412232824,395152,CloudPBX,7992,Cogeco Cable
68954225,2018-02-21,3227975507,412232824,393755,CloudPBX,7992,Cogeco Cable
71703333,2018-03-19,3227975506,412233259,393755,CloudPBX,7992,Cogeco Cable
71705932,2018-03-19,3227975507,412233259,393755,CloudPBX,7992,Cogeco Cable
71757427,2018-03-19,3227975251,412233259,395152,CloudPBX,7992,Cogeco Cable
71774082,2018-03-19,3227975250,412233259,395152,CloudPBX,7992,Cogeco Cable
71818766,2018-03-19,1654599250,412233259,395766,CloudPBX,7992,Cogeco Cable
72037580,2018-03-21,1654599251,412233259,395766,CloudPBX,7992,Cogeco Cable
77574130,2018-05-14,1654599251,412234379,395766,CloudPBX,7992,Cogeco Cable
64601980,2018-01-03,3227975506,412234426,393755,CloudPBX,7992,Cogeco Cable
64675810,2018-01-03,3227975507,412234426,393755,CloudPBX,7992,Cogeco Cable
64506630,2018-01-02,3227975507,412236010,393755,CloudPBX,7992,Cogeco Cable
64508486,2018-01-02,3227975506,412236010,393755,CloudPBX,7992,Cogeco Cable
64818986,2018-01-05,3227975250,412236010,395152,CloudPBX,7992,Cogeco Cable
65226581,2018-01-11,3227975251,412236010,395152,CloudPBX,7992,Cogeco Cable
65250077,2018-01-11,1654599251,412236010,395766,CloudPBX,7992,Cogeco Cable
66124531,2018-01-23,1654599250,412236010,395766,CloudPBX,7992,Cogeco Cable
74058747,2018-04-10,3227975506,412975051,393755,CloudPBX,7992,Cogeco Cable
78303428,2018-05-24,3227975507,412975051,393755,CloudPBX,7992,Cogeco Cable
71762003,2018-03-19,3227975507,413969162,393755,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
77010096,2018-05-09,3227975506,413969162,393755,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
77117467,2018-05-09,1654599251,413969162,395766,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
78142545,2018-05-23,1654599250,413969162,395766,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
78146480,2018-05-23,3227975250,413969162,395152,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
78204141,2018-05-23,3227975251,413969162,395152,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
65351199,2018-01-12,3227975506,413970142,393755,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
65558053,2018-01-16,3227975507,413970142,393755,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
66124257,2018-01-23,3227975250,413970142,395152,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
78134561,2018-05-23,1654599250,413970142,395766,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
78147676,2018-05-23,1654599251,413970142,395766,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
67658139,2018-02-08,3227975250,416025098,395152,CloudPBX,18834,Network IP
66402852,2018-01-26,3227975507,416056230,393755,CloudPBX,18834,Network IP
68385765,2018-02-15,3227975507,416063811,393755,CloudPBX,174,Cogent Communications
64500737,2018-01-01,3227975506,416559370,393755,CloudPBX,35911,Telebec
65114671,2018-01-09,3227975507,416559370,393755,CloudPBX,35911,Telebec
72177498,2018-03-21,1654599250,416559370,395766,CloudPBX,35911,Telebec
77713214,2018-05-15,3227975507,416559808,393755,CloudPBX,35911,Telebec
78109998,2018-05-22,3227975506,416559808,393755,CloudPBX,35911,Telebec
78229924,2018-05-24,1654599251,416559808,395766,CloudPBX,35911,Telebec
64495700,2018-01-01,1654599250,417208698,395766,CloudPBX,11260,EastLink
64503418,2018-01-02,1654599251,417208698,395766,CloudPBX,11260,EastLink
64504520,2018-01-02,3227975507,417208698,393755,CloudPBX,11260,EastLink
64505313,2018-01-02,3227975506,417208698,393755,CloudPBX,11260,EastLink
71331570,2018-03-15,3227975251,417208698,395152,CloudPBX,11260,EastLink
71361378,2018-03-15,3227975250,417208698,395152,CloudPBX,11260,EastLink
64490829,2018-01-01,1654599250,417208700,395766,CloudPBX,11260,EastLink
64494555,2018-01-01,1654599251,417208700,395766,CloudPBX,11260,EastLink
64916625,2018-01-08,3227975507,417208700,393755,CloudPBX,11260,EastLink
65551645,2018-01-16,3227975506,417208700,393755,CloudPBX,11260,EastLink
71399392,2018-03-15,3227975251,417208700,395152,CloudPBX,11260,EastLink
71492351,2018-03-16,3227975250,417208700,395152,CloudPBX,11260,EastLink
64492824,2018-01-01,3227975250,417230089,395152,CloudPBX,11260,EastLink
64499670,2018-01-01,3227975251,417230089,395152,CloudPBX,11260,EastLink
64506055,2018-01-02,3227975506,417230089,393755,CloudPBX,11260,EastLink
64508550,2018-01-02,3227975507,417230089,393755,CloudPBX,11260,EastLink
64517551,2018-01-02,1654599251,417230089,395766,CloudPBX,11260,EastLink
64519195,2018-01-02,1654599250,417230089,395766,CloudPBX,11260,EastLink
77075436,2018-05-09,3227975506,417259566,393755,CloudPBX,11260,EastLink
77116448,2018-05-09,3227975507,417259566,393755,CloudPBX,11260,EastLink
77342913,2018-05-11,3227975250,417259566,395152,CloudPBX,11260,EastLink
77374135,2018-05-11,3227975251,417259566,395152,CloudPBX,11260,EastLink
78156075,2018-05-23,1654599251,417259566,395766,CloudPBX,11260,EastLink
69981160,2018-03-03,3227975507,418065571,393755,CloudPBX,23184,PERSONA COMMUNICATIONS INC.
64508758,2018-01-02,3227975507,418079237,393755,CloudPBX,812,Rogers Communications Canada Inc.
64508843,2018-01-02,3227975506,418079237,393755,CloudPBX,812,Rogers Communications Canada Inc.
66101208,2018-01-23,1654599251,418079237,395766,CloudPBX,812,Rogers Communications Canada Inc.
66117289,2018-01-23,3227975250,418079237,395152,CloudPBX,812,Rogers Communications Canada Inc.
66119454,2018-01-23,1654599250,418079237,395766,CloudPBX,812,Rogers Communications Canada Inc.
66137276,2018-01-23,3227975251,418079237,395152,CloudPBX,812,Rogers Communications Canada Inc.
72113609,2018-03-21,3227975507,418652415,393755,CloudPBX,6327,Shaw Communications Inc.
70056852,2018-03-05,3227975507,418784162,393755,CloudPBX,5645,"TekSavvy Solutions, Inc."
68709074,2018-02-20,3227975507,429063979,393755,CloudPBX,The address 25.146.255.43 is not in the database.,The address 25.146.255.43 is not in the database.
65292227,2018-01-11,3227975506,583269890,393755,CloudPBX,14618,"Amazon.com, Inc."
70542993,2018-03-08,1654599250,583269891,395766,CloudPBX,14618,"Amazon.com, Inc."
70841320,2018-03-11,3227975507,583269891,393755,CloudPBX,14618,"Amazon.com, Inc."
65213586,2018-01-10,3227975506,583269892,393755,CloudPBX,14618,"Amazon.com, Inc."
71000571,2018-03-13,3227975507,583269892,393755,CloudPBX,14618,"Amazon.com, Inc."
65237752,2018-01-11,3227975250,583269893,395152,CloudPBX,14618,"Amazon.com, Inc."
71508607,2018-03-16,3227975251,583269896,395152,CloudPBX,14618,"Amazon.com, Inc."
64553295,2018-01-02,1654599251,583269897,395766,CloudPBX,14618,"Amazon.com, Inc."
71746498,2018-03-19,3227975251,583269897,395152,CloudPBX,14618,"Amazon.com, Inc."
71980432,2018-03-20,3227975506,583269897,393755,CloudPBX,14618,"Amazon.com, Inc."
65325050,2018-01-12,3227975251,583269898,395152,CloudPBX,14618,"Amazon.com, Inc."
77359374,2018-05-11,3227975507,583269898,393755,CloudPBX,14618,"Amazon.com, Inc."
77425259,2018-05-12,3227975506,583269898,393755,CloudPBX,14618,"Amazon.com, Inc."
68204272,2018-02-14,3227975250,583269900,395152,CloudPBX,14618,"Amazon.com, Inc."
70999980,2018-03-13,3227975507,583269900,393755,CloudPBX,14618,"Amazon.com, Inc."
65089811,2018-01-09,1654599250,583269901,395766,CloudPBX,14618,"Amazon.com, Inc."
65189310,2018-01-10,1654599251,583269903,395766,CloudPBX,14618,"Amazon.com, Inc."
70684374,2018-03-09,3227975506,583269903,393755,CloudPBX,14618,"Amazon.com, Inc."
72702248,2018-03-23,1654599250,583269907,395766,CloudPBX,14618,"Amazon.com, Inc."
65189832,2018-01-10,3227975250,583269908,395152,CloudPBX,14618,"Amazon.com, Inc."
77442689,2018-05-12,3227975506,583269909,393755,CloudPBX,14618,"Amazon.com, Inc."
64690911,2018-01-03,3227975250,583269910,395152,CloudPBX,14618,"Amazon.com, Inc."
70840980,2018-03-11,3227975506,583269910,393755,CloudPBX,14618,"Amazon.com, Inc."
74269298,2018-04-12,3227975250,583269914,395152,CloudPBX,14618,"Amazon.com, Inc."
70514212,2018-03-08,3227975251,583269920,395152,CloudPBX,14618,"Amazon.com, Inc."
65224750,2018-01-11,3227975251,583269922,395152,CloudPBX,14618,"Amazon.com, Inc."
70467767,2018-03-07,1654599250,583269922,395766,CloudPBX,14618,"Amazon.com, Inc."
64532006,2018-01-02,1654599250,583269926,395766,CloudPBX,14618,"Amazon.com, Inc."
74508441,2018-04-13,3227975250,583269926,395152,CloudPBX,14618,"Amazon.com, Inc."
65206212,2018-01-10,3227975506,583269927,393755,CloudPBX,14618,"Amazon.com, Inc."
66160230,2018-01-23,3227975250,583269927,395152,CloudPBX,14618,"Amazon.com, Inc."
78602808,2018-05-29,3227975507,583269927,393755,CloudPBX,14618,"Amazon.com, Inc."
70644251,2018-03-08,3227975506,583269928,393755,CloudPBX,14618,"Amazon.com, Inc."
74985611,2018-04-19,1654599250,583269928,395766,CloudPBX,14618,"Amazon.com, Inc."
68203551,2018-02-14,3227975251,583269932,395152,CloudPBX,14618,"Amazon.com, Inc."
71339717,2018-03-15,3227975250,583269932,395152,CloudPBX,14618,"Amazon.com, Inc."
76189254,2018-05-01,1654599251,583269932,395766,CloudPBX,14618,"Amazon.com, Inc."
70717343,2018-03-09,1654599251,583269934,395766,CloudPBX,14618,"Amazon.com, Inc."
65178768,2018-01-10,1654599250,583269939,395766,CloudPBX,14618,"Amazon.com, Inc."
65324761,2018-01-12,3227975251,583269939,395152,CloudPBX,14618,"Amazon.com, Inc."
73624517,2018-04-05,3227975506,583269939,393755,CloudPBX,14618,"Amazon.com, Inc."
68203647,2018-02-14,3227975251,583269947,395152,CloudPBX,14618,"Amazon.com, Inc."
70840884,2018-03-11,3227975506,583269947,393755,CloudPBX,14618,"Amazon.com, Inc."
70840962,2018-03-11,3227975507,583269947,393755,CloudPBX,14618,"Amazon.com, Inc."
78669096,2018-05-30,3227975250,583269947,395152,CloudPBX,14618,"Amazon.com, Inc."
71266730,2018-03-14,1654599250,583269951,395766,CloudPBX,14618,"Amazon.com, Inc."
78692871,2018-05-30,3227975251,583269951,395152,CloudPBX,14618,"Amazon.com, Inc."
65762139,2018-01-18,3227975506,583269955,393755,CloudPBX,14618,"Amazon.com, Inc."
65506799,2018-01-15,1654599250,583269956,395766,CloudPBX,14618,"Amazon.com, Inc."
65983507,2018-01-22,3227975251,583269956,395152,CloudPBX,14618,"Amazon.com, Inc."
70828326,2018-03-11,3227975250,583269956,395152,CloudPBX,14618,"Amazon.com, Inc."
70847316,2018-03-12,3227975507,583269956,393755,CloudPBX,14618,"Amazon.com, Inc."
65435959,2018-01-14,3227975250,583269957,395152,CloudPBX,14618,"Amazon.com, Inc."
66170147,2018-01-24,3227975251,583269957,395152,CloudPBX,14618,"Amazon.com, Inc."
70840403,2018-03-11,3227975507,583269959,393755,CloudPBX,14618,"Amazon.com, Inc."
70840784,2018-03-11,3227975507,583269960,393755,CloudPBX,14618,"Amazon.com, Inc."
65052893,2018-01-09,1654599251,583269961,395766,CloudPBX,14618,"Amazon.com, Inc."
70847100,2018-03-12,3227975506,583269961,393755,CloudPBX,14618,"Amazon.com, Inc."
70644852,2018-03-08,3227975507,583269962,393755,CloudPBX,14618,"Amazon.com, Inc."
71640000,2018-03-17,3227975251,583269966,395152,CloudPBX,14618,"Amazon.com, Inc."
72448745,2018-03-24,3227975250,583269968,395152,CloudPBX,14618,"Amazon.com, Inc."
72672294,2018-03-22,1654599250,583269968,395766,CloudPBX,14618,"Amazon.com, Inc."
64690850,2018-01-03,3227975251,583269970,395152,CloudPBX,14618,"Amazon.com, Inc."
70508391,2018-03-08,3227975250,583269970,395152,CloudPBX,14618,"Amazon.com, Inc."
70847054,2018-03-12,3227975507,583269970,393755,CloudPBX,14618,"Amazon.com, Inc."
70840710,2018-03-11,3227975506,583269972,393755,CloudPBX,14618,"Amazon.com, Inc."
65799819,2018-01-18,1654599250,583269973,395766,CloudPBX,14618,"Amazon.com, Inc."
65199746,2018-01-10,3227975506,583269976,393755,CloudPBX,14618,"Amazon.com, Inc."
68291653,2018-02-15,3227975251,583269976,395152,CloudPBX,14618,"Amazon.com, Inc."
70847132,2018-03-12,3227975507,583269976,393755,CloudPBX,14618,"Amazon.com, Inc."
67728448,2018-02-09,3227975250,583269980,395152,CloudPBX,14618,"Amazon.com, Inc."
68973417,2018-02-22,3227975507,583269980,393755,CloudPBX,14618,"Amazon.com, Inc."
68284499,2018-02-15,3227975251,583269982,395152,CloudPBX,14618,"Amazon.com, Inc."
70788418,2018-03-09,3227975250,583269982,395152,CloudPBX,14618,"Amazon.com, Inc."
70841304,2018-03-11,3227975506,583269982,393755,CloudPBX,14618,"Amazon.com, Inc."
74078919,2018-04-10,3227975506,583269983,393755,CloudPBX,14618,"Amazon.com, Inc."
69212823,2018-02-23,3227975251,583269985,395152,CloudPBX,14618,"Amazon.com, Inc."
69278581,2018-02-26,3227975507,583269985,393755,CloudPBX,14618,"Amazon.com, Inc."
73671980,2018-04-06,3227975250,583269985,395152,CloudPBX,14618,"Amazon.com, Inc."
70847229,2018-03-12,3227975506,583269986,393755,CloudPBX,14618,"Amazon.com, Inc."
71266062,2018-03-14,1654599251,583269987,395766,CloudPBX,14618,"Amazon.com, Inc."
72185834,2018-03-22,3227975506,583269988,393755,CloudPBX,14618,"Amazon.com, Inc."
72701445,2018-03-23,1654599250,583269988,395766,CloudPBX,14618,"Amazon.com, Inc."
65201919,2018-01-10,3227975507,583269989,393755,CloudPBX,14618,"Amazon.com, Inc."
76312132,2018-05-02,3227975251,583269990,395152,CloudPBX,14618,"Amazon.com, Inc."
77224747,2018-05-10,3227975250,583269990,395152,CloudPBX,14618,"Amazon.com, Inc."
65927711,2018-01-20,3227975250,583269992,395152,CloudPBX,14618,"Amazon.com, Inc."
73531656,2018-04-05,3227975251,583269992,395152,CloudPBX,14618,"Amazon.com, Inc."
66327961,2018-01-25,3227975251,583269993,395152,CloudPBX,14618,"Amazon.com, Inc."
65278225,2018-01-11,3227975506,583269994,393755,CloudPBX,14618,"Amazon.com, Inc."
71543009,2018-03-16,1654599251,583269996,395766,CloudPBX,14618,"Amazon.com, Inc."
64513530,2018-01-02,1654599250,583269997,395766,CloudPBX,14618,"Amazon.com, Inc."
70841200,2018-03-11,3227975506,583269997,393755,CloudPBX,14618,"Amazon.com, Inc."
75383231,2018-04-23,3227975250,583269997,395152,CloudPBX,14618,"Amazon.com, Inc."
73251952,2018-04-03,3227975251,583270002,395152,CloudPBX,14618,"Amazon.com, Inc."
70682703,2018-03-09,3227975506,583270003,393755,CloudPBX,14618,"Amazon.com, Inc."
73719293,2018-04-06,3227975250,583270003,395152,CloudPBX,14618,"Amazon.com, Inc."
73723539,2018-04-06,3227975251,583270005,395152,CloudPBX,14618,"Amazon.com, Inc."
73798413,2018-04-07,3227975250,583270005,395152,CloudPBX,14618,"Amazon.com, Inc."
65323823,2018-01-12,3227975251,583270006,395152,CloudPBX,14618,"Amazon.com, Inc."
66767121,2018-01-31,3227975507,583270006,393755,CloudPBX,14618,"Amazon.com, Inc."
72448953,2018-03-24,3227975251,583270009,395152,CloudPBX,14618,"Amazon.com, Inc."
70847119,2018-03-12,3227975506,583270010,393755,CloudPBX,14618,"Amazon.com, Inc."
70841047,2018-03-11,3227975506,583270012,393755,CloudPBX,14618,"Amazon.com, Inc."
72032261,2018-03-21,3227975250,583270013,395152,CloudPBX,14618,"Amazon.com, Inc."
70847288,2018-03-12,3227975506,583270014,393755,CloudPBX,14618,"Amazon.com, Inc."
70722771,2018-03-09,1654599250,583270015,395766,CloudPBX,14618,"Amazon.com, Inc."
73070639,2018-03-31,3227975251,583270015,395152,CloudPBX,14618,"Amazon.com, Inc."
65338534,2018-01-12,1654599251,583270017,395766,CloudPBX,14618,"Amazon.com, Inc."
70697174,2018-03-09,1654599250,583270019,395766,CloudPBX,14618,"Amazon.com, Inc."
70847109,2018-03-12,3227975506,583270019,393755,CloudPBX,14618,"Amazon.com, Inc."
77420525,2018-05-12,3227975507,583270019,393755,CloudPBX,14618,"Amazon.com, Inc."
64690852,2018-01-03,3227975251,583270020,395152,CloudPBX,14618,"Amazon.com, Inc."
67038005,2018-02-02,3227975251,583270024,395152,CloudPBX,14618,"Amazon.com, Inc."
71260795,2018-03-14,1654599251,583270026,395766,CloudPBX,14618,"Amazon.com, Inc."
70573555,2018-03-08,1654599251,583270027,395766,CloudPBX,14618,"Amazon.com, Inc."
71638543,2018-03-17,3227975250,583270027,395152,CloudPBX,14618,"Amazon.com, Inc."
65305091,2018-01-11,3227975507,583270028,393755,CloudPBX,14618,"Amazon.com, Inc."
77615600,2018-05-15,3227975507,583270033,393755,CloudPBX,14618,"Amazon.com, Inc."
65323759,2018-01-12,3227975250,583270037,395152,CloudPBX,14618,"Amazon.com, Inc."
65325094,2018-01-12,3227975251,583270037,395152,CloudPBX,14618,"Amazon.com, Inc."
70841301,2018-03-11,3227975507,583270037,393755,CloudPBX,14618,"Amazon.com, Inc."
65418676,2018-01-13,3227975250,583270038,395152,CloudPBX,14618,"Amazon.com, Inc."
65445571,2018-01-15,3227975251,583270039,395152,CloudPBX,14618,"Amazon.com, Inc."
65926383,2018-01-20,3227975250,583270040,395152,CloudPBX,14618,"Amazon.com, Inc."
65448870,2018-01-15,3227975250,583270042,395152,CloudPBX,14618,"Amazon.com, Inc."
66217359,2018-01-24,1654599250,583270042,395766,CloudPBX,14618,"Amazon.com, Inc."
68172732,2018-02-14,3227975506,583270045,393755,CloudPBX,14618,"Amazon.com, Inc."
65636844,2018-01-16,3227975250,583270048,395152,CloudPBX,14618,"Amazon.com, Inc."
74583127,2018-04-16,3227975251,583270048,395152,CloudPBX,14618,"Amazon.com, Inc."
78428677,2018-05-28,3227975506,583270048,393755,CloudPBX,14618,"Amazon.com, Inc."
78497739,2018-05-28,3227975507,583270048,393755,CloudPBX,14618,"Amazon.com, Inc."
70841019,2018-03-11,3227975507,583270051,393755,CloudPBX,14618,"Amazon.com, Inc."
70847200,2018-03-12,3227975506,583270051,393755,CloudPBX,14618,"Amazon.com, Inc."
70723372,2018-03-09,1654599250,583270052,395766,CloudPBX,14618,"Amazon.com, Inc."
70847115,2018-03-12,3227975507,583270054,393755,CloudPBX,14618,"Amazon.com, Inc."
74110403,2018-04-10,3227975251,583270056,395152,CloudPBX,14618,"Amazon.com, Inc."
65068092,2018-01-09,1654599250,583270058,395766,CloudPBX,14618,"Amazon.com, Inc."
65160407,2018-01-10,3227975506,583270058,393755,CloudPBX,14618,"Amazon.com, Inc."
68266463,2018-02-14,3227975251,583270058,395152,CloudPBX,14618,"Amazon.com, Inc."
71553197,2018-03-16,3227975507,583270059,393755,CloudPBX,14618,"Amazon.com, Inc."
77426659,2018-05-12,3227975506,583270059,393755,CloudPBX,14618,"Amazon.com, Inc."
77823625,2018-05-17,1654599251,583270059,395766,CloudPBX,14618,"Amazon.com, Inc."
64839722,2018-01-05,1654599250,583270060,395766,CloudPBX,14618,"Amazon.com, Inc."
65301001,2018-01-11,3227975506,583270061,393755,CloudPBX,14618,"Amazon.com, Inc."
72672280,2018-03-22,1654599250,583270061,395766,CloudPBX,14618,"Amazon.com, Inc."
78602857,2018-05-29,3227975507,583270061,393755,CloudPBX,14618,"Amazon.com, Inc."
