,a_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_lat,a_saddr_long,b_saddr,b_saddr_asn,b_saddr_asorg,b_saddr_lat,b_saddr_long
29755,3227975251,395152,CloudPBX,43.6319,-79.3716,1268498338,852,TELUS Communications Inc.,49.2475,-123.121
29757,3227975251,395152,CloudPBX,43.6319,-79.3716,3624749586,15290,Allstream Corp.,43.5924,-79.7611
29831,1268628388,852,TELUS Communications Inc.,49.8928,-119.4852,3227975250,395152,CloudPBX,43.6319,-79.3716
29867,3091700558,6327,Shaw Communications Inc.,49.141,-122.8569,3227975250,395152,CloudPBX,43.6319,-79.3716
29968,3227975251,395152,CloudPBX,43.6319,-79.3716,3473287046,852,TELUS Communications Inc.,49.2767,-123.13
30061,3512272902,852,TELUS Communications Inc.,53.7168,-113.2187,3227975250,395152,CloudPBX,43.6319,-79.3716
30109,3227975251,395152,CloudPBX,43.6319,-79.3716,407051730,6327,Shaw Communications Inc.,49.8625,-119.5833
30172,3227975251,395152,CloudPBX,43.6319,-79.3716,3478245688,852,TELUS Communications Inc.,49.2779,-123.0908
30410,3227975251,395152,CloudPBX,43.6319,-79.3716,1653563098,19171,Stargate Connections Inc.,49.2767,-123.13
30471,2731908580,54527,Astute Hosting Inc.,49.2866,-123.1158,3227975251,395152,CloudPBX,43.6319,-79.3716
30598,3091513150,6327,Shaw Communications Inc.,49.262,-123.0923,3227975250,395152,CloudPBX,43.6319,-79.3716
30706,3227975250,395152,CloudPBX,43.6319,-79.3716,3478245688,852,TELUS Communications Inc.,49.2779,-123.0908
30788,843093146,6327,Shaw Communications Inc.,49.2833,-123.1298,3227975250,395152,CloudPBX,43.6319,-79.3716
30809,3227975250,395152,CloudPBX,43.6319,-79.3716,1090360550,19171,Stargate Connections Inc.,49.2866,-123.1158
30841,3332465478,6171,WorldGate,53.4914,-113.4802,3227975250,395152,CloudPBX,43.6319,-79.3716
30846,3227975251,395152,CloudPBX,43.6319,-79.3716,2914320357,852,TELUS Communications Inc.,49.2196,-122.6164
30929,3091471302,6327,Shaw Communications Inc.,49.3167,-122.7384,3227975250,395152,CloudPBX,43.6319,-79.3716
30931,3227975250,395152,CloudPBX,43.6319,-79.3716,3091471302,6327,Shaw Communications Inc.,49.3167,-122.7384
30996,3227975251,395152,CloudPBX,43.6319,-79.3716,3475125866,6171,WorldGate,53.4154,-113.4178
31179,3227975250,395152,CloudPBX,43.6319,-79.3716,3463715872,852,TELUS Communications Inc.,49.3615,-123.2627
31414,3227975250,395152,CloudPBX,43.6319,-79.3716,1268774617,852,TELUS Communications Inc.,51.0242,-114.1004
31490,843093146,6327,Shaw Communications Inc.,49.2833,-123.1298,3227975251,395152,CloudPBX,43.6319,-79.3716
31537,3227975251,395152,CloudPBX,43.6319,-79.3716,843093146,6327,Shaw Communications Inc.,49.2833,-123.1298
31547,3227975250,395152,CloudPBX,43.6319,-79.3716,844941337,852,TELUS Communications Inc.,49.2068,-122.4851
31565,3227975250,395152,CloudPBX,43.6319,-79.3716,408408257,6327,Shaw Communications Inc.,49.2833,-123.1298
31630,3227975251,395152,CloudPBX,43.6319,-79.3716,3497430155,19171,Stargate Connections Inc.,49.2788,-123.1139
31674,386933003,852,TELUS Communications Inc.,49.262,-123.0923,3227975250,395152,CloudPBX,43.6319,-79.3716
31722,3227975250,395152,CloudPBX,43.6319,-79.3716,3487047224,852,TELUS Communications Inc.,49.2788,-123.1139
31763,3227975251,395152,CloudPBX,43.6319,-79.3716,386961018,852,TELUS Communications Inc.,49.0374,-122.8299
31771,3091631882,6327,Shaw Communications Inc.,49.2788,-123.1139,3227975250,395152,CloudPBX,43.6319,-79.3716
31774,3227975250,395152,CloudPBX,43.6319,-79.3716,1823797351,852,TELUS Communications Inc.,48.4267,-123.3655
31813,3091469318,6327,Shaw Communications Inc.,49.2436,-122.7865,3227975250,395152,CloudPBX,43.6319,-79.3716
31978,3227975250,395152,CloudPBX,43.6319,-79.3716,3624749586,15290,Allstream Corp.,43.5924,-79.7611
31998,3227975251,395152,CloudPBX,43.6319,-79.3716,1653562909,19171,Stargate Connections Inc.,49.316,-123.0576
32083,2914320357,852,TELUS Communications Inc.,49.2196,-122.6164,3227975251,395152,CloudPBX,43.6319,-79.3716
32126,408408257,6327,Shaw Communications Inc.,49.2833,-123.1298,3227975250,395152,CloudPBX,43.6319,-79.3716
32155,3478245688,852,TELUS Communications Inc.,49.2779,-123.0908,3227975250,395152,CloudPBX,43.6319,-79.3716
32388,407051730,6327,Shaw Communications Inc.,49.8625,-119.5833,3227975250,395152,CloudPBX,43.6319,-79.3716
32399,3227975250,395152,CloudPBX,43.6319,-79.3716,1823230797,852,TELUS Communications Inc.,49.0331,-123.0877
32441,3227975251,395152,CloudPBX,43.6319,-79.3716,3091631882,6327,Shaw Communications Inc.,49.2788,-123.1139
32447,3227975250,395152,CloudPBX,43.6319,-79.3716,1268498338,852,TELUS Communications Inc.,49.2475,-123.121
32735,844941337,852,TELUS Communications Inc.,49.2068,-122.4851,3227975251,395152,CloudPBX,43.6319,-79.3716
32803,3227975250,395152,CloudPBX,43.6319,-79.3716,2914320357,852,TELUS Communications Inc.,49.2196,-122.6164
32818,3227975250,395152,CloudPBX,43.6319,-79.3716,3091643406,6327,Shaw Communications Inc.,53.5185,-113.6579
32855,3227975251,395152,CloudPBX,43.6319,-79.3716,3478238583,852,TELUS Communications Inc.,49.25,-123.1333
32965,2919755137,6327,Shaw Communications Inc.,49.2475,-123.121,3227975251,395152,CloudPBX,43.6319,-79.3716
33051,3227975250,395152,CloudPBX,43.6319,-79.3716,843093146,6327,Shaw Communications Inc.,49.2833,-123.1298
33053,845309816,852,TELUS Communications Inc.,49.0374,-122.8299,3227975251,395152,CloudPBX,43.6319,-79.3716
33189,3227975250,395152,CloudPBX,43.6319,-79.3716,3350650150,19171,Stargate Connections Inc.,49.2478,-122.9938
33197,3227975251,395152,CloudPBX,43.6319,-79.3716,3346985660,852,TELUS Communications Inc.,53.55,-113.5
33211,3227975250,395152,CloudPBX,43.6319,-79.3716,386933003,852,TELUS Communications Inc.,49.262,-123.0923
33223,3227975250,395152,CloudPBX,43.6319,-79.3716,2919755137,6327,Shaw Communications Inc.,49.2475,-123.121
33342,3227975251,395152,CloudPBX,43.6319,-79.3716,1268497742,852,TELUS Communications Inc.,49.2475,-123.121
33411,3227975250,395152,CloudPBX,43.6319,-79.3716,1653562909,19171,Stargate Connections Inc.,49.316,-123.0576
33436,3227975251,395152,CloudPBX,43.6319,-79.3716,3350650158,19171,Stargate Connections Inc.,49.2478,-122.9938
33442,3478238498,852,TELUS Communications Inc.,49.25,-123.1333,3227975250,395152,CloudPBX,43.6319,-79.3716
33506,3091643406,6327,Shaw Communications Inc.,53.5185,-113.6579,3227975250,395152,CloudPBX,43.6319,-79.3716
33672,3478222275,852,TELUS Communications Inc.,49.2795,-123.0667,3227975251,395152,CloudPBX,43.6319,-79.3716
33682,3227975251,395152,CloudPBX,43.6319,-79.3716,1806931219,5645,"TekSavvy Solutions, Inc.",43.6784,-79.2941
33696,3350650150,19171,Stargate Connections Inc.,49.2478,-122.9938,3227975250,395152,CloudPBX,43.6319,-79.3716
33739,3227975250,395152,CloudPBX,43.6319,-79.3716,1268497742,852,TELUS Communications Inc.,49.2475,-123.121
33895,3227975250,395152,CloudPBX,43.6319,-79.3716,3091463342,6327,Shaw Communications Inc.,49.2866,-123.1158
33949,1823797351,852,TELUS Communications Inc.,48.4267,-123.3655,3227975250,395152,CloudPBX,43.6319,-79.3716
34044,3227975251,395152,CloudPBX,43.6319,-79.3716,1613813930,6327,Shaw Communications Inc.,49.0997,-122.6526
34211,3478245688,852,TELUS Communications Inc.,49.2779,-123.0908,3227975251,395152,CloudPBX,43.6319,-79.3716
34233,843371666,6327,Shaw Communications Inc.,49.316,-123.0576,3227975251,395152,CloudPBX,43.6319,-79.3716
34452,3227975251,395152,CloudPBX,43.6319,-79.3716,1090360654,19171,Stargate Connections Inc.,49.2866,-123.1158
34569,3227975250,395152,CloudPBX,43.6319,-79.3716,1614226523,6327,Shaw Communications Inc.,49.1889,-122.873
34599,3487077158,852,TELUS Communications Inc.,49.2436,-122.7865,3227975250,395152,CloudPBX,43.6319,-79.3716
34709,3227975250,395152,CloudPBX,43.6319,-79.3716,3497430155,19171,Stargate Connections Inc.,49.2788,-123.1139
34804,3091463342,6327,Shaw Communications Inc.,49.2866,-123.1158,3227975250,395152,CloudPBX,43.6319,-79.3716
34810,3227975250,395152,CloudPBX,43.6319,-79.3716,2919711157,6327,Shaw Communications Inc.,49.2833,-123.1298
34924,3091469318,6327,Shaw Communications Inc.,49.2436,-122.7865,3227975251,395152,CloudPBX,43.6319,-79.3716
34996,3332465478,6171,WorldGate,53.4914,-113.4802,3227975251,395152,CloudPBX,43.6319,-79.3716
35182,386989957,852,TELUS Communications Inc.,49.0791,-122.7553,3227975251,395152,CloudPBX,43.6319,-79.3716
35213,3227975251,395152,CloudPBX,43.6319,-79.3716,843371666,6327,Shaw Communications Inc.,49.316,-123.0576
35306,3227975250,395152,CloudPBX,43.6319,-79.3716,408198199,6327,Shaw Communications Inc.,49.2795,-123.0667
35321,3227975250,395152,CloudPBX,43.6319,-79.3716,1268628388,852,TELUS Communications Inc.,49.8928,-119.4852
35459,386965699,852,TELUS Communications Inc.,49.2795,-123.0667,3227975250,395152,CloudPBX,43.6319,-79.3716
35464,3227975251,395152,CloudPBX,43.6319,-79.3716,386965699,852,TELUS Communications Inc.,49.2795,-123.0667
35504,3350650158,19171,Stargate Connections Inc.,49.2478,-122.9938,3227975250,395152,CloudPBX,43.6319,-79.3716
35555,3227975250,395152,CloudPBX,43.6319,-79.3716,3487050178,852,TELUS Communications Inc.,49.2646,-123.1648
35626,3091581862,6327,Shaw Communications Inc.,52.3834,-113.7853,3227975251,395152,CloudPBX,43.6319,-79.3716
35632,386965699,852,TELUS Communications Inc.,49.2795,-123.0667,3227975251,395152,CloudPBX,43.6319,-79.3716
35873,3463712682,852,TELUS Communications Inc.,49.2327,-123.0917,3227975250,395152,CloudPBX,43.6319,-79.3716
35897,1614099078,6327,Shaw Communications Inc.,49.25,-123.1333,3227975251,395152,CloudPBX,43.6319,-79.3716
36048,3227975250,395152,CloudPBX,43.6319,-79.3716,845309816,852,TELUS Communications Inc.,49.0374,-122.8299
36537,1163576676,13768,Cogeco Peer 1,49.2344,-123.1451,3227975251,395152,CloudPBX,43.6319,-79.3716
36673,1163576676,13768,Cogeco Peer 1,49.2344,-123.1451,3227975250,395152,CloudPBX,43.6319,-79.3716
36794,3227975250,395152,CloudPBX,43.6319,-79.3716,1653563098,19171,Stargate Connections Inc.,49.2767,-123.13
36934,1614246579,6327,Shaw Communications Inc.,49.0997,-122.6526,3227975251,395152,CloudPBX,43.6319,-79.3716
36937,3227975250,395152,CloudPBX,43.6319,-79.3716,3091581862,6327,Shaw Communications Inc.,52.3834,-113.7853
37111,3478222275,852,TELUS Communications Inc.,49.2795,-123.0667,3227975250,395152,CloudPBX,43.6319,-79.3716
37118,3227975251,395152,CloudPBX,43.6319,-79.3716,3463715872,852,TELUS Communications Inc.,49.3615,-123.2627
37201,2919755137,6327,Shaw Communications Inc.,49.2475,-123.121,3227975250,395152,CloudPBX,43.6319,-79.3716
37232,3227975250,395152,CloudPBX,43.6319,-79.3716,3640368282,14007,Skyway West,48.4167,-123.365
37393,1674014486,852,TELUS Communications Inc.,49.299,-123.1408,3227975250,395152,CloudPBX,43.6319,-79.3716
37459,3091347451,6327,Shaw Communications Inc.,48.4765,-123.3145,3227975250,395152,CloudPBX,43.6319,-79.3716
37473,3091471302,6327,Shaw Communications Inc.,49.3167,-122.7384,3227975251,395152,CloudPBX,43.6319,-79.3716
37519,1823229904,852,TELUS Communications Inc.,49.2475,-123.121,3227975251,395152,CloudPBX,43.6319,-79.3716
37665,3512272902,852,TELUS Communications Inc.,53.7168,-113.2187,3227975251,395152,CloudPBX,43.6319,-79.3716
37696,1150482625,6327,Shaw Communications Inc.,51.0419,-114.2,3227975250,395152,CloudPBX,43.6319,-79.3716
37845,3227975251,395152,CloudPBX,43.6319,-79.3716,1176780562,40029,Novus Entertainment Inc.,49.2788,-123.1139
37863,3091619682,6327,Shaw Communications Inc.,53.5428,-113.4974,3227975250,395152,CloudPBX,43.6319,-79.3716
38099,3227975251,395152,CloudPBX,43.6319,-79.3716,845309816,852,TELUS Communications Inc.,49.0374,-122.8299
38106,3487047224,852,TELUS Communications Inc.,49.2788,-123.1139,3227975251,395152,CloudPBX,43.6319,-79.3716
38152,386989957,852,TELUS Communications Inc.,49.0791,-122.7553,3227975250,395152,CloudPBX,43.6319,-79.3716
38274,3227975250,395152,CloudPBX,43.6319,-79.3716,3346985660,852,TELUS Communications Inc.,53.55,-113.5
38324,3091619682,6327,Shaw Communications Inc.,53.5428,-113.4974,3227975251,395152,CloudPBX,43.6319,-79.3716
38354,404020096,7922,"Comcast Cable Communications, LLC",45.4509,-122.6962,3227975251,395152,CloudPBX,43.6319,-79.3716
38524,3227975251,395152,CloudPBX,43.6319,-79.3716,1823797351,852,TELUS Communications Inc.,48.4267,-123.3655
38631,3227975251,395152,CloudPBX,43.6319,-79.3716,1674011774,852,TELUS Communications Inc.,49.2667,-122.7833
38657,1823797351,852,TELUS Communications Inc.,48.4267,-123.3655,3227975251,395152,CloudPBX,43.6319,-79.3716
38701,3227975251,395152,CloudPBX,43.6319,-79.3716,3091643406,6327,Shaw Communications Inc.,53.5185,-113.6579
38949,1090362013,19171,Stargate Connections Inc.,49.2666,-123.1976,3227975250,395152,CloudPBX,43.6319,-79.3716
39146,409744844,6327,Shaw Communications Inc.,48.4777,-123.3658,3227975250,395152,CloudPBX,43.6319,-79.3716
39163,3227975250,395152,CloudPBX,43.6319,-79.3716,3091632362,6327,Shaw Communications Inc.,49.2788,-123.1139
39167,2919711157,6327,Shaw Communications Inc.,49.2833,-123.1298,3227975251,395152,CloudPBX,43.6319,-79.3716
39211,3463712682,852,TELUS Communications Inc.,49.2327,-123.0917,3227975251,395152,CloudPBX,43.6319,-79.3716
39380,3227975251,395152,CloudPBX,43.6319,-79.3716,3487073957,852,TELUS Communications Inc.,49.2603,-123.146
39446,3227975251,395152,CloudPBX,43.6319,-79.3716,844941337,852,TELUS Communications Inc.,49.2068,-122.4851
39529,2919711157,6327,Shaw Communications Inc.,49.2833,-123.1298,3227975250,395152,CloudPBX,43.6319,-79.3716
39588,3227975251,395152,CloudPBX,43.6319,-79.3716,3091427666,6327,Shaw Communications Inc.,49.2167,-122.9167
39643,3227975250,395152,CloudPBX,43.6319,-79.3716,3091513150,6327,Shaw Communications Inc.,49.262,-123.0923
39724,1090362013,19171,Stargate Connections Inc.,49.2666,-123.1976,3227975251,395152,CloudPBX,43.6319,-79.3716
39862,3227975250,395152,CloudPBX,43.6319,-79.3716,1176780562,40029,Novus Entertainment Inc.,49.2788,-123.1139
40118,3227975251,395152,CloudPBX,43.6319,-79.3716,3487047224,852,TELUS Communications Inc.,49.2788,-123.1139
40209,3091513150,6327,Shaw Communications Inc.,49.262,-123.0923,3227975251,395152,CloudPBX,43.6319,-79.3716
40222,3227975251,395152,CloudPBX,43.6319,-79.3716,3091513150,6327,Shaw Communications Inc.,49.262,-123.0923
40292,843331514,6327,Shaw Communications Inc.,49.3222,-123.0834,3227975251,395152,CloudPBX,43.6319,-79.3716
40394,3227975250,395152,CloudPBX,43.6319,-79.3716,3091700558,6327,Shaw Communications Inc.,49.141,-122.8569
40444,3227975251,395152,CloudPBX,43.6319,-79.3716,1614226523,6327,Shaw Communications Inc.,49.1889,-122.873
40575,3227975250,395152,CloudPBX,43.6319,-79.3716,2919331100,6327,Shaw Communications Inc.,49.1661,-122.5792
40638,845309816,852,TELUS Communications Inc.,49.0374,-122.8299,3227975250,395152,CloudPBX,43.6319,-79.3716
41036,3091632362,6327,Shaw Communications Inc.,49.2788,-123.1139,3227975251,395152,CloudPBX,43.6319,-79.3716
41105,3227975250,395152,CloudPBX,43.6319,-79.3716,1674010043,852,TELUS Communications Inc.,49.2275,-122.9301
41474,3227975251,395152,CloudPBX,43.6319,-79.3716,2919331100,6327,Shaw Communications Inc.,49.1661,-122.5792
41491,3227975250,395152,CloudPBX,43.6319,-79.3716,1090362013,19171,Stargate Connections Inc.,49.2666,-123.1976
41811,408226899,6327,Shaw Communications Inc.,49.17,-123.1368,3227975251,395152,CloudPBX,43.6319,-79.3716
41944,3227975250,395152,CloudPBX,43.6319,-79.3716,3463746574,852,TELUS Communications Inc.,49.3597,-123.0377
42049,3227975251,395152,CloudPBX,43.6319,-79.3716,1653559798,19171,Stargate Connections Inc.,49.2478,-122.9938
42220,3227975250,395152,CloudPBX,43.6319,-79.3716,1653560011,19171,Stargate Connections Inc.,49.2795,-123.0667
42551,2728152707,852,TELUS Communications Inc.,49.3222,-123.0834,3227975250,395152,CloudPBX,43.6319,-79.3716
42582,3091463342,6327,Shaw Communications Inc.,49.2866,-123.1158,3227975251,395152,CloudPBX,43.6319,-79.3716
42975,1614101266,6327,Shaw Communications Inc.,49.262,-123.0923,3227975250,395152,CloudPBX,43.6319,-79.3716
43057,844941337,852,TELUS Communications Inc.,49.2068,-122.4851,3227975250,395152,CloudPBX,43.6319,-79.3716
43603,3227975251,395152,CloudPBX,43.6319,-79.3716,1823230797,852,TELUS Communications Inc.,49.0331,-123.0877
43682,3227975251,395152,CloudPBX,43.6319,-79.3716,408198199,6327,Shaw Communications Inc.,49.2795,-123.0667
43725,3227975250,395152,CloudPBX,43.6319,-79.3716,3478222275,852,TELUS Communications Inc.,49.2795,-123.0667
43786,3227975251,395152,CloudPBX,43.6319,-79.3716,3487050178,852,TELUS Communications Inc.,49.2646,-123.1648
44087,3227975250,395152,CloudPBX,43.6319,-79.3716,3350650158,19171,Stargate Connections Inc.,49.2478,-122.9938
44285,1755145154,852,TELUS Communications Inc.,53.2667,-113.5333,3227975251,395152,CloudPBX,43.6319,-79.3716
44698,3091632362,6327,Shaw Communications Inc.,49.2788,-123.1139,3227975250,395152,CloudPBX,43.6319,-79.3716
44715,3227975250,395152,CloudPBX,43.6319,-79.3716,2919739481,6327,Shaw Communications Inc.,49.2833,-123.1298
45116,3227975250,395152,CloudPBX,43.6319,-79.3716,1674006569,852,TELUS Communications Inc.,49.3397,-123.1912
45396,3227975251,395152,CloudPBX,43.6319,-79.3716,3626900266,11478,Openface Inc.,45.47,-73.6686
45459,844933399,852,TELUS Communications Inc.,50.1208,-122.9544,3227975250,395152,CloudPBX,43.6319,-79.3716
45828,3091587566,6327,Shaw Communications Inc.,53.5333,-113.9167,3227975251,395152,CloudPBX,43.6319,-79.3716
45865,1823246406,852,TELUS Communications Inc.,50.1122,-120.7942,3227975251,395152,CloudPBX,43.6319,-79.3716
45953,3227975251,395152,CloudPBX,43.6319,-79.3716,844933399,852,TELUS Communications Inc.,50.1208,-122.9544
46063,3227975251,395152,CloudPBX,43.6319,-79.3716,3487077158,852,TELUS Communications Inc.,49.2436,-122.7865
46067,1823246406,852,TELUS Communications Inc.,50.1122,-120.7942,3227975250,395152,CloudPBX,43.6319,-79.3716
46084,3227975251,395152,CloudPBX,43.6319,-79.3716,1090362013,19171,Stargate Connections Inc.,49.2666,-123.1976
46148,3227975251,395152,CloudPBX,43.6319,-79.3716,3091471302,6327,Shaw Communications Inc.,49.3167,-122.7384
46603,3227975250,395152,CloudPBX,43.6319,-79.3716,2892495006,25668,Cipherkey Exchange Corp.,49.1836,-123.1168
46663,1176780562,40029,Novus Entertainment Inc.,49.2788,-123.1139,3227975251,395152,CloudPBX,43.6319,-79.3716
46713,3091502738,6327,Shaw Communications Inc.,49.1661,-122.5792,3227975250,395152,CloudPBX,43.6319,-79.3716
46988,3227975251,395152,CloudPBX,43.6319,-79.3716,1653560011,19171,Stargate Connections Inc.,49.2795,-123.0667
47103,3227975250,395152,CloudPBX,43.6319,-79.3716,844933399,852,TELUS Communications Inc.,50.1208,-122.9544
47520,1176778026,40029,Novus Entertainment Inc.,49.2788,-123.1139,3227975250,395152,CloudPBX,43.6319,-79.3716
47837,1755144993,852,TELUS Communications Inc.,53.2667,-113.5333,3227975250,395152,CloudPBX,43.6319,-79.3716
47847,3227975250,395152,CloudPBX,43.6319,-79.3716,3487073957,852,TELUS Communications Inc.,49.2603,-123.146
48453,3227975250,395152,CloudPBX,43.6319,-79.3716,2728152707,852,TELUS Communications Inc.,49.3222,-123.0834
48543,3227975251,395152,CloudPBX,43.6319,-79.3716,386933003,852,TELUS Communications Inc.,49.262,-123.0923
48569,3227975251,395152,CloudPBX,43.6319,-79.3716,3091700558,6327,Shaw Communications Inc.,49.141,-122.8569
48621,3473287046,852,TELUS Communications Inc.,49.2767,-123.13,3227975250,395152,CloudPBX,43.6319,-79.3716
49049,386933003,852,TELUS Communications Inc.,49.262,-123.0923,3227975251,395152,CloudPBX,43.6319,-79.3716
49651,3227975250,395152,CloudPBX,43.6319,-79.3716,3091502738,6327,Shaw Communications Inc.,49.1661,-122.5792
49793,1755144993,852,TELUS Communications Inc.,53.2667,-113.5333,3227975251,395152,CloudPBX,43.6319,-79.3716
49833,3227975251,395152,CloudPBX,43.6319,-79.3716,3640368282,14007,Skyway West,48.4167,-123.365
49873,3227975251,395152,CloudPBX,43.6319,-79.3716,845302071,852,TELUS Communications Inc.,50.0163,-124.3226
49887,3227975250,395152,CloudPBX,43.6319,-79.3716,1614246579,6327,Shaw Communications Inc.,49.0997,-122.6526
50061,1614246579,6327,Shaw Communications Inc.,49.0997,-122.6526,3227975250,395152,CloudPBX,43.6319,-79.3716
50682,3227975251,395152,CloudPBX,43.6319,-79.3716,3350650150,19171,Stargate Connections Inc.,49.2478,-122.9938
50827,845302071,852,TELUS Communications Inc.,50.0163,-124.3226,3227975250,395152,CloudPBX,43.6319,-79.3716
50953,3227975250,395152,CloudPBX,43.6319,-79.3716,843331514,6327,Shaw Communications Inc.,49.3222,-123.0834
50967,3227975250,395152,CloudPBX,43.6319,-79.3716,3225808030,7992,Cogeco Cable,43.6319,-79.3716
51227,3227975251,395152,CloudPBX,43.6319,-79.3716,1090361019,19171,Stargate Connections Inc.,49.1707,-122.7326
51599,3487050178,852,TELUS Communications Inc.,49.2646,-123.1648,3227975251,395152,CloudPBX,43.6319,-79.3716
51914,3227975250,395152,CloudPBX,43.6319,-79.3716,1178711303,6327,Shaw Communications Inc.,49.6511,-112.8351
51982,3227975250,395152,CloudPBX,43.6319,-79.3716,1653559798,19171,Stargate Connections Inc.,49.2478,-122.9938
52140,2919632159,6327,Shaw Communications Inc.,49.2795,-123.0667,3227975250,395152,CloudPBX,43.6319,-79.3716
52221,3227975251,395152,CloudPBX,43.6319,-79.3716,1823246406,852,TELUS Communications Inc.,50.1122,-120.7942
52475,3227975251,395152,CloudPBX,43.6319,-79.3716,2982213860,28573,CLARO S.A.,-22.8751,-43.2775
52761,410134161,812,Rogers Communications Canada Inc.,49.1364,-122.8213,3227975251,395152,CloudPBX,43.6319,-79.3716
52841,3350650158,19171,Stargate Connections Inc.,49.2478,-122.9938,3227975251,395152,CloudPBX,43.6319,-79.3716
52909,845302071,852,TELUS Communications Inc.,50.0163,-124.3226,3227975251,395152,CloudPBX,43.6319,-79.3716
52915,3227975251,395152,CloudPBX,43.6319,-79.3716,2919632159,6327,Shaw Communications Inc.,49.2795,-123.0667
53388,3227975250,395152,CloudPBX,43.6319,-79.3716,845302071,852,TELUS Communications Inc.,50.0163,-124.3226
54574,3227975251,395152,CloudPBX,43.6319,-79.3716,2919739481,6327,Shaw Communications Inc.,49.2833,-123.1298
54653,3227975251,395152,CloudPBX,43.6319,-79.3716,408408257,6327,Shaw Communications Inc.,49.2833,-123.1298
54718,1178985642,6327,Shaw Communications Inc.,49.2068,-122.4851,3227975251,395152,CloudPBX,43.6319,-79.3716
54769,2892490143,25668,Cipherkey Exchange Corp.,49.2497,-123.166,3227975251,395152,CloudPBX,43.6319,-79.3716
54840,3478238583,852,TELUS Communications Inc.,49.25,-123.1333,3227975251,395152,CloudPBX,43.6319,-79.3716
55035,843331514,6327,Shaw Communications Inc.,49.3222,-123.0834,3227975250,395152,CloudPBX,43.6319,-79.3716
55596,1178990922,6327,Shaw Communications Inc.,49.2068,-122.4851,3227975250,395152,CloudPBX,43.6319,-79.3716
55689,3227975250,395152,CloudPBX,43.6319,-79.3716,2919632159,6327,Shaw Communications Inc.,49.2795,-123.0667
55770,2914472413,852,TELUS Communications Inc.,49.812,-119.5076,3227975250,395152,CloudPBX,43.6319,-79.3716
56027,408408257,6327,Shaw Communications Inc.,49.2833,-123.1298,3227975251,395152,CloudPBX,43.6319,-79.3716
56193,408198199,6327,Shaw Communications Inc.,49.2795,-123.0667,3227975250,395152,CloudPBX,43.6319,-79.3716
56272,1677282775,812,Rogers Communications Canada Inc.,44.0433,-79.4912,3227975251,395152,CloudPBX,43.6319,-79.3716
56293,3487050211,852,TELUS Communications Inc.,49.2646,-123.1648,3227975251,395152,CloudPBX,43.6319,-79.3716
56502,3227975251,395152,CloudPBX,43.6319,-79.3716,3429204010,577,Bell Canada,49.2667,-122.7833
56506,2919632159,6327,Shaw Communications Inc.,49.2795,-123.0667,3227975251,395152,CloudPBX,43.6319,-79.3716
56580,3487073957,852,TELUS Communications Inc.,49.2603,-123.146,3227975251,395152,CloudPBX,43.6319,-79.3716
56612,3227975250,395152,CloudPBX,43.6319,-79.3716,407953015,6327,Shaw Communications Inc.,49.2788,-123.1139
56649,1268774617,852,TELUS Communications Inc.,51.0242,-114.1004,3227975250,395152,CloudPBX,43.6319,-79.3716
57005,3227975250,395152,CloudPBX,43.6319,-79.3716,1096686281,577,Bell Canada,46.7749,-71.3344
57128,3227975250,395152,CloudPBX,43.6319,-79.3716,3475125866,6171,WorldGate,53.4154,-113.4178
57351,1614101266,6327,Shaw Communications Inc.,49.262,-123.0923,3227975251,395152,CloudPBX,43.6319,-79.3716
57512,3227975251,395152,CloudPBX,43.6319,-79.3716,1674014486,852,TELUS Communications Inc.,49.299,-123.1408
57878,3227975251,395152,CloudPBX,43.6319,-79.3716,1208101574,6327,Shaw Communications Inc.,49.2779,-123.0908
58243,3487050178,852,TELUS Communications Inc.,49.2646,-123.1648,3227975250,395152,CloudPBX,43.6319,-79.3716
58260,3227975251,395152,CloudPBX,43.6319,-79.3716,407950571,6327,Shaw Communications Inc.,49.2788,-123.1139
58293,3227975251,395152,CloudPBX,43.6319,-79.3716,2892495006,25668,Cipherkey Exchange Corp.,49.1836,-123.1168
58355,3626900266,11478,Openface Inc.,45.47,-73.6686,3227975250,395152,CloudPBX,43.6319,-79.3716
58497,3227975251,395152,CloudPBX,43.6319,-79.3716,3091502738,6327,Shaw Communications Inc.,49.1661,-122.5792
58939,3227975250,395152,CloudPBX,43.6319,-79.3716,1614101266,6327,Shaw Communications Inc.,49.262,-123.0923
58984,3227975251,395152,CloudPBX,43.6319,-79.3716,3638379643,7992,Cogeco Cable,42.9888,-82.3592
58985,404020096,7922,"Comcast Cable Communications, LLC",45.4509,-122.6962,3227975250,395152,CloudPBX,43.6319,-79.3716
59033,3227975250,395152,CloudPBX,43.6319,-79.3716,843371666,6327,Shaw Communications Inc.,49.316,-123.0576
59442,3091502738,6327,Shaw Communications Inc.,49.1661,-122.5792,3227975251,395152,CloudPBX,43.6319,-79.3716
60550,1614099078,6327,Shaw Communications Inc.,49.25,-123.1333,3227975250,395152,CloudPBX,43.6319,-79.3716
60610,3227975251,395152,CloudPBX,43.6319,-79.3716,3091587566,6327,Shaw Communications Inc.,53.5333,-113.9167
60887,1178607163,6327,Shaw Communications Inc.,52.0961,-106.6252,3227975250,395152,CloudPBX,43.6319,-79.3716
