,a_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_lat,a_saddr_long,b_saddr,b_saddr_asn,b_saddr_asorg,b_saddr_lat,b_saddr_long
93018,243845606,10103,HK Broadband Network Ltd.,22.2833,114.15,1654599251,395766,CloudPBX,40.7432,-75.2242
94306,1229012093,7922,"Comcast Cable Communications, LLC",44.9198,-93.4832,1654599251,395766,CloudPBX,40.7432,-75.2242
94680,1654599251,395766,CloudPBX,40.7432,-75.2242,1745319148,7018,"AT&T Services, Inc.",39.8401,-86.0548
100664,1654599250,395766,CloudPBX,40.7432,-75.2242,1668866301,7018,"AT&T Services, Inc.",42.5038,-83.4764
109974,1654599250,395766,CloudPBX,40.7432,-75.2242,1806414516,5769,Videotron Telecom Ltee,45.5055,-73.8789
109975,2914149279,5769,Videotron Telecom Ltee,45.504,-73.5747,1654599250,395766,CloudPBX,40.7432,-75.2242
110023,851601933,7922,"Comcast Cable Communications, LLC",37.751,-97.822,1654599250,395766,CloudPBX,40.7432,-75.2242
111819,1208101574,6327,Shaw Communications Inc.,49.2779,-123.0908,1654599251,395766,CloudPBX,40.7432,-75.2242
112438,1654599251,395766,CloudPBX,40.7432,-75.2242,2393257217,855,Bell Canada,47.5334,-52.7595
113403,1806414516,5769,Videotron Telecom Ltee,45.5055,-73.8789,1654599250,395766,CloudPBX,40.7432,-75.2242
126875,1745319148,7018,"AT&T Services, Inc.",39.8401,-86.0548,1654599250,395766,CloudPBX,40.7432,-75.2242
127255,1255890618,33363,"BRIGHT HOUSE NETWORKS, LLC",39.7851,-86.1665,1654599251,395766,CloudPBX,40.7432,-75.2242
129730,1178986754,6327,Shaw Communications Inc.,49.2196,-122.6164,1654599250,395766,CloudPBX,40.7432,-75.2242
130119,1178986754,6327,Shaw Communications Inc.,49.2196,-122.6164,1654599251,395766,CloudPBX,40.7432,-75.2242
133182,1654599251,395766,CloudPBX,40.7432,-75.2242,1663736670,7018,"AT&T Services, Inc.",37.751,-97.822
135737,1217090222,812,Rogers Communications Canada Inc.,43.6192,-79.6538,1654599251,395766,CloudPBX,40.7432,-75.2242
137953,1676361733,812,Rogers Communications Canada Inc.,43.8177,-79.2819,1654599250,395766,CloudPBX,40.7432,-75.2242
145262,1208101574,6327,Shaw Communications Inc.,49.2779,-123.0908,1654599250,395766,CloudPBX,40.7432,-75.2242
147149,3132943948,18809,Cable Onda,8.9936,-79.5197,1654599251,395766,CloudPBX,40.7432,-75.2242
149894,1654599251,395766,CloudPBX,40.7432,-75.2242,3487926574,6079,RCN,42.0382,-87.7285
154223,1806414516,5769,Videotron Telecom Ltee,45.5055,-73.8789,1654599251,395766,CloudPBX,40.7432,-75.2242
158726,1632525706,33363,"BRIGHT HOUSE NETWORKS, LLC",39.9738,-86.1765,1654599251,395766,CloudPBX,40.7432,-75.2242
160015,1654599250,395766,CloudPBX,40.7432,-75.2242,411891757,40788,Start Communications,42.9888,-82.3592
160440,1654599250,395766,CloudPBX,40.7432,-75.2242,855187221,7922,"Comcast Cable Communications, LLC",39.3656,-76.6199
160974,407905521,6327,Shaw Communications Inc.,49.2275,-122.9301,1654599250,395766,CloudPBX,40.7432,-75.2242
162403,2730633589,7018,"AT&T Services, Inc.",39.8512,-86.2651,1654599250,395766,CloudPBX,40.7432,-75.2242
163328,3638379311,7992,Cogeco Cable,42.9578,-82.2777,1654599251,395766,CloudPBX,40.7432,-75.2242
163329,1654599251,395766,CloudPBX,40.7432,-75.2242,846445562,7992,Cogeco Cable,42.9578,-82.2777
164883,1611996983,5769,Videotron Telecom Ltee,47.8304,-69.5342,1654599250,395766,CloudPBX,40.7432,-75.2242
164921,1667304995,7018,"AT&T Services, Inc.",41.8802,-87.7566,1654599250,395766,CloudPBX,40.7432,-75.2242
175868,1667304995,7018,"AT&T Services, Inc.",41.8802,-87.7566,1654599251,395766,CloudPBX,40.7432,-75.2242
182317,1654599250,395766,CloudPBX,40.7432,-75.2242,1616866353,7922,"Comcast Cable Communications, LLC",41.8876,-87.6368
182799,3638379311,7992,Cogeco Cable,42.9578,-82.2777,1654599250,395766,CloudPBX,40.7432,-75.2242
182800,1654599250,395766,CloudPBX,40.7432,-75.2242,846445562,7992,Cogeco Cable,42.9578,-82.2777
190105,1654599250,395766,CloudPBX,40.7432,-75.2242,855009785,7922,"Comcast Cable Communications, LLC",38.9057,-76.9783
195503,1179757332,5769,Videotron Telecom Ltee,45.45,-73.75,1654599251,395766,CloudPBX,40.7432,-75.2242
195534,1179757332,5769,Videotron Telecom Ltee,45.45,-73.75,1654599250,395766,CloudPBX,40.7432,-75.2242
201395,1611996983,5769,Videotron Telecom Ltee,47.8304,-69.5342,1654599251,395766,CloudPBX,40.7432,-75.2242
205921,1654599251,395766,CloudPBX,40.7432,-75.2242,411891757,40788,Start Communications,42.9888,-82.3592
209140,1654599251,395766,CloudPBX,40.7432,-75.2242,2730633589,7018,"AT&T Services, Inc.",39.8512,-86.2651
209229,1654599251,395766,CloudPBX,40.7432,-75.2242,410720570,33363,"BRIGHT HOUSE NETWORKS, LLC",39.895,-86.1804
209328,1654599251,395766,CloudPBX,40.7432,-75.2242,1676003536,812,Rogers Communications Canada Inc.,43.6572,-79.3783
230042,1632555294,33363,"BRIGHT HOUSE NETWORKS, LLC",39.7851,-86.1665,1654599250,395766,CloudPBX,40.7432,-75.2242
238537,1654599251,395766,CloudPBX,40.7432,-75.2242,1282584635,7922,"Comcast Cable Communications, LLC",39.2575,-76.4951
238796,2393257317,855,Bell Canada,47.5334,-52.7595,1654599250,395766,CloudPBX,40.7432,-75.2242
240392,2392981629,855,Bell Canada,47.5986,-52.6926,1654599251,395766,CloudPBX,40.7432,-75.2242
242488,1654599250,395766,CloudPBX,40.7432,-75.2242,1632556726,33363,"BRIGHT HOUSE NETWORKS, LLC",39.7851,-86.1665
245849,1632555294,33363,"BRIGHT HOUSE NETWORKS, LLC",39.7851,-86.1665,1654599251,395766,CloudPBX,40.7432,-75.2242
249257,1136605703,7922,"Comcast Cable Communications, LLC",26.1489,-80.1257,1654599251,395766,CloudPBX,40.7432,-75.2242
250974,2392981629,855,Bell Canada,47.5986,-52.6926,1654599250,395766,CloudPBX,40.7432,-75.2242
255093,792166888,855,Bell Canada,47.5167,-52.7833,1654599250,395766,CloudPBX,40.7432,-75.2242
258614,792166888,855,Bell Canada,47.5167,-52.7833,1654599251,395766,CloudPBX,40.7432,-75.2242
267792,1654599250,395766,CloudPBX,40.7432,-75.2242,1749006169,7018,"AT&T Services, Inc.",39.9738,-86.1765
279344,1654599251,395766,CloudPBX,40.7432,-75.2242,2918435450,40191,ZEROFAIL,45.4987,-73.5793
280714,1676738700,812,Rogers Communications Canada Inc.,44.5168,-80.0164,1654599250,395766,CloudPBX,40.7432,-75.2242
280715,1654599250,395766,CloudPBX,40.7432,-75.2242,1761238166,15128,Comwave Telecom Inc.,43.0233,-81.1643
280736,1676738700,812,Rogers Communications Canada Inc.,44.5168,-80.0164,1654599251,395766,CloudPBX,40.7432,-75.2242
280737,1654599251,395766,CloudPBX,40.7432,-75.2242,1761238166,15128,Comwave Telecom Inc.,43.0233,-81.1643
288701,416559370,35911,Telebec,48.1002,-77.7828,1654599251,395766,CloudPBX,40.7432,-75.2242
314443,3625170708,40029,Novus Entertainment Inc.,49.2788,-123.1139,1654599250,395766,CloudPBX,40.7432,-75.2242
314450,3473289421,852,TELUS Communications Inc.,49.2666,-123.1976,1654599250,395766,CloudPBX,40.7432,-75.2242
325563,1827712019,7018,"AT&T Services, Inc.",39.8512,-86.2651,1654599250,395766,CloudPBX,40.7432,-75.2242
329869,1612181439,5769,Videotron Telecom Ltee,45.4667,-73.8833,1654599251,395766,CloudPBX,40.7432,-75.2242
333221,1654599251,395766,CloudPBX,40.7432,-75.2242,1616866353,7922,"Comcast Cable Communications, LLC",41.8876,-87.6368
335834,1210478362,7992,Cogeco Cable,42.2767,-83.0793,1654599251,395766,CloudPBX,40.7432,-75.2242
336149,1176143780,577,Bell Canada,43.9251,-78.8287,1654599250,395766,CloudPBX,40.7432,-75.2242
340019,1823230797,852,TELUS Communications Inc.,49.0331,-123.0877,1654599250,395766,CloudPBX,40.7432,-75.2242
354438,1654599251,395766,CloudPBX,40.7432,-75.2242,2393314675,855,Bell Canada,47.5194,-52.8122
355537,1654599250,395766,CloudPBX,40.7432,-75.2242,2393257217,855,Bell Canada,47.5334,-52.7595
357565,1654599251,395766,CloudPBX,40.7432,-75.2242,1217122175,20453,Rogers Communications Canada Inc.,43.6404,-79.3995
358395,1827712019,7018,"AT&T Services, Inc.",39.8512,-86.2651,1654599251,395766,CloudPBX,40.7432,-75.2242
360830,1654599251,395766,CloudPBX,40.7432,-75.2242,1632556726,33363,"BRIGHT HOUSE NETWORKS, LLC",39.7851,-86.1665
364135,1654599251,395766,CloudPBX,40.7432,-75.2242,1217120017,20453,Rogers Communications Canada Inc.,43.6404,-79.3995
375376,1654599250,395766,CloudPBX,40.7432,-75.2242,2886637142,7018,"AT&T Services, Inc.",39.8227,-86.145
375473,1654599250,395766,CloudPBX,40.7432,-75.2242,410719962,33363,"BRIGHT HOUSE NETWORKS, LLC",40.5099,-85.6264
376358,1654599251,395766,CloudPBX,40.7432,-75.2242,855009785,7922,"Comcast Cable Communications, LLC",38.9057,-76.9783
379665,1210492883,7992,Cogeco Cable,42.9578,-82.2777,1654599251,395766,CloudPBX,40.7432,-75.2242
392376,1654599250,395766,CloudPBX,40.7432,-75.2242,3475127854,6171,WorldGate,53.55,-113.5
413459,2393257389,855,Bell Canada,47.5334,-52.7595,1654599250,395766,CloudPBX,40.7432,-75.2242
415869,2393257389,855,Bell Canada,47.5334,-52.7595,1654599251,395766,CloudPBX,40.7432,-75.2242
429730,1654599251,395766,CloudPBX,40.7432,-75.2242,2393257058,855,Bell Canada,47.5334,-52.7595
430490,2734649927,40788,Start Communications,43.623,-79.3936,1654599251,395766,CloudPBX,40.7432,-75.2242
432530,2734649927,40788,Start Communications,43.623,-79.3936,1654599250,395766,CloudPBX,40.7432,-75.2242
439048,1654599251,395766,CloudPBX,40.7432,-75.2242,1827712019,7018,"AT&T Services, Inc.",39.8512,-86.2651
447810,3517667526,852,TELUS Communications Inc.,43.6655,-79.4204,1654599250,395766,CloudPBX,40.7432,-75.2242
468913,1676089078,812,Rogers Communications Canada Inc.,43.6656,-79.383,1654599250,395766,CloudPBX,40.7432,-75.2242
468964,1676089078,812,Rogers Communications Canada Inc.,43.6656,-79.383,1654599251,395766,CloudPBX,40.7432,-75.2242
471735,1176143780,577,Bell Canada,43.9251,-78.8287,1654599251,395766,CloudPBX,40.7432,-75.2242
483270,3096912917,36522,BELL MOBILITY INC.,43.4389,-80.2649,1654599250,395766,CloudPBX,40.7432,-75.2242
483799,413969162,33363,"BRIGHT HOUSE NETWORKS, LLC",40.0698,-85.9817,1654599250,395766,CloudPBX,40.7432,-75.2242
492995,1088895481,577,Bell Canada,43.8769,-79.2686,1654599250,395766,CloudPBX,40.7432,-75.2242
498120,413969162,33363,"BRIGHT HOUSE NETWORKS, LLC",40.0698,-85.9817,1654599251,395766,CloudPBX,40.7432,-75.2242
508512,1217090222,812,Rogers Communications Canada Inc.,43.6192,-79.6538,1654599250,395766,CloudPBX,40.7432,-75.2242
534719,1654599251,395766,CloudPBX,40.7432,-75.2242,413969162,33363,"BRIGHT HOUSE NETWORKS, LLC",40.0698,-85.9817
535552,1632525706,33363,"BRIGHT HOUSE NETWORKS, LLC",39.9738,-86.1765,1654599250,395766,CloudPBX,40.7432,-75.2242
561705,2904668966,812,Rogers Communications Canada Inc.,43.6192,-79.6538,1654599250,395766,CloudPBX,40.7432,-75.2242
567436,3322970521,1403,EBOX,43.6564,-79.386,1654599250,395766,CloudPBX,40.7432,-75.2242
575781,1675903376,812,Rogers Communications Canada Inc.,43.8582,-79.3985,1654599250,395766,CloudPBX,40.7432,-75.2242
575985,1654599250,395766,CloudPBX,40.7432,-75.2242,1675903376,812,Rogers Communications Canada Inc.,43.8582,-79.3985
578583,3517667554,852,TELUS Communications Inc.,43.6655,-79.4204,1654599250,395766,CloudPBX,40.7432,-75.2242
590041,1654599250,395766,CloudPBX,40.7432,-75.2242,1745319148,7018,"AT&T Services, Inc.",39.8401,-86.0548
594718,3423417093,36077,Dynamic ASP Inc.,44.6533,-63.6675,1654599251,395766,CloudPBX,40.7432,-75.2242
595450,3423417093,36077,Dynamic ASP Inc.,44.6533,-63.6675,1654599250,395766,CloudPBX,40.7432,-75.2242
599544,1176143091,577,Bell Canada,43.9251,-78.8287,1654599251,395766,CloudPBX,40.7432,-75.2242
600619,1176143091,577,Bell Canada,43.9251,-78.8287,1654599250,395766,CloudPBX,40.7432,-75.2242
627762,416559370,35911,Telebec,48.1002,-77.7828,1654599250,395766,CloudPBX,40.7432,-75.2242
635151,3517667397,852,TELUS Communications Inc.,43.6655,-79.4204,1654599250,395766,CloudPBX,40.7432,-75.2242
641892,1654599251,395766,CloudPBX,40.7432,-75.2242,1255890618,33363,"BRIGHT HOUSE NETWORKS, LLC",39.7851,-86.1665
642166,1654599250,395766,CloudPBX,40.7432,-75.2242,2918435450,40191,ZEROFAIL,45.4987,-73.5793
643764,846445562,7992,Cogeco Cable,42.9578,-82.2777,1654599250,395766,CloudPBX,40.7432,-75.2242
675502,846445562,7992,Cogeco Cable,42.9578,-82.2777,1654599251,395766,CloudPBX,40.7432,-75.2242
710393,1823230797,852,TELUS Communications Inc.,49.0331,-123.0877,1654599251,395766,CloudPBX,40.7432,-75.2242
710394,1654599251,395766,CloudPBX,40.7432,-75.2242,1268519453,852,TELUS Communications Inc.,49.0791,-122.7553
711556,2548827754,57169,EDIS GmbH,48.2,16.3667,1654599251,395766,CloudPBX,40.7432,-75.2242
711560,2548827754,57169,EDIS GmbH,48.2,16.3667,1654599250,395766,CloudPBX,40.7432,-75.2242
712157,1228312189,7922,"Comcast Cable Communications, LLC",34.1036,-84.6374,1654599250,395766,CloudPBX,40.7432,-75.2242
715898,2392989209,855,Bell Canada,47.5986,-52.6926,1654599250,395766,CloudPBX,40.7432,-75.2242
718165,2392989209,855,Bell Canada,47.5986,-52.6926,1654599251,395766,CloudPBX,40.7432,-75.2242
724063,1176497890,577,Bell Canada,46.7749,-71.3344,1654599250,395766,CloudPBX,40.7432,-75.2242
726264,412232355,7992,Cogeco Cable,42.95,-82.1167,1654599251,395766,CloudPBX,40.7432,-75.2242
752609,1654599250,395766,CloudPBX,40.7432,-75.2242,1176497890,577,Bell Canada,46.7749,-71.3344
753172,1654599251,395766,CloudPBX,40.7432,-75.2242,2392989209,855,Bell Canada,47.5986,-52.6926
756211,1654599251,395766,CloudPBX,40.7432,-75.2242,1176497890,577,Bell Canada,46.7749,-71.3344
756212,1176497890,577,Bell Canada,46.7749,-71.3344,1654599251,395766,CloudPBX,40.7432,-75.2242
758428,412234379,7992,Cogeco Cable,44.1665,-77.4037,1654599250,395766,CloudPBX,40.7432,-75.2242
759580,412234379,7992,Cogeco Cable,44.1665,-77.4037,1654599251,395766,CloudPBX,40.7432,-75.2242
760037,755171422,40788,Start Communications,42.9976,-81.2563,1654599251,395766,CloudPBX,40.7432,-75.2242
760892,2479012700,15128,Comwave Telecom Inc.,44.0168,-78.3995,1654599250,395766,CloudPBX,40.7432,-75.2242
761038,2479012700,15128,Comwave Telecom Inc.,44.0168,-78.3995,1654599251,395766,CloudPBX,40.7432,-75.2242
761529,1082947564,40788,Start Communications,43.6572,-79.3783,1654599251,395766,CloudPBX,40.7432,-75.2242
763850,2393257317,855,Bell Canada,47.5334,-52.7595,1654599251,395766,CloudPBX,40.7432,-75.2242
763887,2926902910,812,Rogers Communications Canada Inc.,42.7597,-81.1762,1654599250,395766,CloudPBX,40.7432,-75.2242
763888,1654599250,395766,CloudPBX,40.7432,-75.2242,2926902910,812,Rogers Communications Canada Inc.,42.7597,-81.1762
763977,1676226920,812,Rogers Communications Canada Inc.,44.3572,-79.6929,1654599251,395766,CloudPBX,40.7432,-75.2242
763981,1654599251,395766,CloudPBX,40.7432,-75.2242,2926804521,812,Rogers Communications Canada Inc.,44.6087,-79.4207
764403,1655456051,22773,Cox Communications Inc.,33.5076,-112.0583,1654599251,395766,CloudPBX,40.7432,-75.2242
765408,1082947125,40788,Start Communications,43.6572,-79.3783,1654599250,395766,CloudPBX,40.7432,-75.2242
767037,1654599251,395766,CloudPBX,40.7432,-75.2242,412234379,7992,Cogeco Cable,44.1665,-77.4037
767597,2926902910,812,Rogers Communications Canada Inc.,42.7597,-81.1762,1654599251,395766,CloudPBX,40.7432,-75.2242
767598,1654599251,395766,CloudPBX,40.7432,-75.2242,2926902910,812,Rogers Communications Canada Inc.,42.7597,-81.1762
767935,3638379699,7992,Cogeco Cable,42.9578,-82.2777,1654599251,395766,CloudPBX,40.7432,-75.2242
768905,1082947125,40788,Start Communications,43.6572,-79.3783,1654599251,395766,CloudPBX,40.7432,-75.2242
770112,1210505669,7992,Cogeco Cable,42.9578,-82.2777,1654599251,395766,CloudPBX,40.7432,-75.2242
771244,1761238213,15128,Comwave Telecom Inc.,43.0233,-81.1643,1654599250,395766,CloudPBX,40.7432,-75.2242
771538,1761238213,15128,Comwave Telecom Inc.,43.0233,-81.1643,1654599251,395766,CloudPBX,40.7432,-75.2242
773630,846445527,7992,Cogeco Cable,42.9578,-82.2777,1654599251,395766,CloudPBX,40.7432,-75.2242
780042,215430735,7018,"AT&T Services, Inc.",37.751,-97.822,1654599251,395766,CloudPBX,40.7432,-75.2242
788162,1654599251,395766,CloudPBX,40.7432,-75.2242,2393257317,855,Bell Canada,47.5334,-52.7595
788651,2393249426,855,Bell Canada,47.5124,-52.6729,1654599251,395766,CloudPBX,40.7432,-75.2242
789329,2393249426,855,Bell Canada,47.5124,-52.6729,1654599250,395766,CloudPBX,40.7432,-75.2242
789674,2392981811,855,Bell Canada,47.5986,-52.6926,1654599251,395766,CloudPBX,40.7432,-75.2242
789828,2392981811,855,Bell Canada,47.5986,-52.6926,1654599250,395766,CloudPBX,40.7432,-75.2242
792884,1654599250,395766,CloudPBX,40.7432,-75.2242,2393257317,855,Bell Canada,47.5334,-52.7595
797961,412232355,7992,Cogeco Cable,42.95,-82.1167,1654599250,395766,CloudPBX,40.7432,-75.2242
802589,1088785852,577,Bell Canada,46.7589,-71.298,1654599251,395766,CloudPBX,40.7432,-75.2242
803742,1088785852,577,Bell Canada,46.7589,-71.298,1654599250,395766,CloudPBX,40.7432,-75.2242
803937,1654599251,395766,CloudPBX,40.7432,-75.2242,1632558126,33363,"BRIGHT HOUSE NETWORKS, LLC",40.5099,-85.6264
805212,846445527,7992,Cogeco Cable,42.9578,-82.2777,1654599250,395766,CloudPBX,40.7432,-75.2242
808418,1654599251,395766,CloudPBX,40.7432,-75.2242,1088785852,577,Bell Canada,46.7589,-71.298
811978,1654599250,395766,CloudPBX,40.7432,-75.2242,1088785852,577,Bell Canada,46.7589,-71.298
814932,756118608,7018,"AT&T Services, Inc.",39.1604,-119.8618,1654599251,395766,CloudPBX,40.7432,-75.2242
815407,756118608,7018,"AT&T Services, Inc.",39.1604,-119.8618,1654599250,395766,CloudPBX,40.7432,-75.2242
822597,1654599251,395766,CloudPBX,40.7432,-75.2242,846445527,7992,Cogeco Cable,42.9578,-82.2777
824334,1654599250,395766,CloudPBX,40.7432,-75.2242,2393249426,855,Bell Canada,47.5124,-52.6729
830884,1655456051,22773,Cox Communications Inc.,33.5076,-112.0583,1654599250,395766,CloudPBX,40.7432,-75.2242
830932,413970142,33363,"BRIGHT HOUSE NETWORKS, LLC",39.9738,-86.1765,1654599250,395766,CloudPBX,40.7432,-75.2242
838753,416559808,35911,Telebec,48.1002,-77.7828,1654599251,395766,CloudPBX,40.7432,-75.2242
844496,2621001610,855,Bell Canada,47.5167,-52.7833,1654599250,395766,CloudPBX,40.7432,-75.2242
844511,2621001610,855,Bell Canada,47.5167,-52.7833,1654599251,395766,CloudPBX,40.7432,-75.2242
845287,1654599251,395766,CloudPBX,40.7432,-75.2242,2393249426,855,Bell Canada,47.5124,-52.6729
850124,2393019066,855,Bell Canada,47.5124,-52.6729,1654599250,395766,CloudPBX,40.7432,-75.2242
869816,1654599250,395766,CloudPBX,40.7432,-75.2242,846445527,7992,Cogeco Cable,42.9578,-82.2777
870278,1654599250,395766,CloudPBX,40.7432,-75.2242,1282584635,7922,"Comcast Cable Communications, LLC",39.2575,-76.4951
874555,757118707,20473,"Choopa, LLC",51.5142,-0.0931,1654599250,395766,CloudPBX,40.7432,-75.2242
874580,757118707,20473,"Choopa, LLC",51.5142,-0.0931,1654599251,395766,CloudPBX,40.7432,-75.2242
876202,1176485237,577,Bell Canada,43.9581,-78.8972,1654599250,395766,CloudPBX,40.7432,-75.2242
877178,1176485237,577,Bell Canada,43.9581,-78.8972,1654599251,395766,CloudPBX,40.7432,-75.2242
877488,1654599251,395766,CloudPBX,40.7432,-75.2242,1176485237,577,Bell Canada,43.9581,-78.8972
897515,1210492883,7992,Cogeco Cable,42.9578,-82.2777,1654599250,395766,CloudPBX,40.7432,-75.2242
901549,3638379699,7992,Cogeco Cable,42.9578,-82.2777,1654599250,395766,CloudPBX,40.7432,-75.2242
905246,1654599251,395766,CloudPBX,40.7432,-75.2242,3638379699,7992,Cogeco Cable,42.9578,-82.2777
909962,1654599250,395766,CloudPBX,40.7432,-75.2242,2392989209,855,Bell Canada,47.5986,-52.6926
911790,1614103491,6327,Shaw Communications Inc.,49.0787,-121.6098,1654599251,395766,CloudPBX,40.7432,-75.2242
911791,1654599251,395766,CloudPBX,40.7432,-75.2242,1614103491,6327,Shaw Communications Inc.,49.0787,-121.6098
913009,3640363090,14007,Skyway West,49.2788,-123.1139,1654599251,395766,CloudPBX,40.7432,-75.2242
927383,1654599250,395766,CloudPBX,40.7432,-75.2242,3638379699,7992,Cogeco Cable,42.9578,-82.2777
939538,3096949426,36522,BELL MOBILITY INC.,43.6736,-79.4035,1654599251,395766,CloudPBX,40.7432,-75.2242
966896,3640368787,14007,Skyway West,49.2807,-123.0397,1654599251,395766,CloudPBX,40.7432,-75.2242
966920,1090362003,19171,Stargate Connections Inc.,49.2666,-123.1976,1654599250,395766,CloudPBX,40.7432,-75.2242
966923,3091619682,6327,Shaw Communications Inc.,53.5428,-113.4974,1654599250,395766,CloudPBX,40.7432,-75.2242
966933,3512424079,852,TELUS Communications Inc.,53.585,-113.5526,1654599251,395766,CloudPBX,40.7432,-75.2242
967038,1654599251,395766,CloudPBX,40.7432,-75.2242,3330677851,30500,Wolfpaw Data Centres Inc,55.3333,-115.4167
967061,1654599250,395766,CloudPBX,40.7432,-75.2242,3512272902,852,TELUS Communications Inc.,53.7168,-113.2187
967072,3330677851,30500,Wolfpaw Data Centres Inc,55.3333,-115.4167,1654599251,395766,CloudPBX,40.7432,-75.2242
967174,1654599251,395766,CloudPBX,40.7432,-75.2242,2731908580,54527,Astute Hosting Inc.,49.2866,-123.1158
967211,3091502738,6327,Shaw Communications Inc.,49.1661,-122.5792,1654599251,395766,CloudPBX,40.7432,-75.2242
967257,1654599251,395766,CloudPBX,40.7432,-75.2242,1653563098,19171,Stargate Connections Inc.,49.2767,-123.13
967263,3478245688,852,TELUS Communications Inc.,49.2779,-123.0908,1654599250,395766,CloudPBX,40.7432,-75.2242
967275,3332465478,6171,WorldGate,53.4914,-113.4802,1654599250,395766,CloudPBX,40.7432,-75.2242
967280,1654599250,395766,CloudPBX,40.7432,-75.2242,2919739481,6327,Shaw Communications Inc.,49.2833,-123.1298
967309,3640363090,14007,Skyway West,49.2788,-123.1139,1654599250,395766,CloudPBX,40.7432,-75.2242
967318,3236611778,14007,Skyway West,49.222,-123.0683,1654599251,395766,CloudPBX,40.7432,-75.2242
967337,1090360462,19171,Stargate Connections Inc.,49.2866,-123.1158,1654599251,395766,CloudPBX,40.7432,-75.2242
967363,3492161874,852,TELUS Communications Inc.,51.0242,-114.1004,1654599251,395766,CloudPBX,40.7432,-75.2242
967411,1654599250,395766,CloudPBX,40.7432,-75.2242,1090362003,19171,Stargate Connections Inc.,49.2666,-123.1976
967418,1268774617,852,TELUS Communications Inc.,51.0242,-114.1004,1654599251,395766,CloudPBX,40.7432,-75.2242
967441,1654599250,395766,CloudPBX,40.7432,-75.2242,1653562614,19171,Stargate Connections Inc.,49.2397,-123.0407
967523,1090360462,19171,Stargate Connections Inc.,49.2866,-123.1158,1654599250,395766,CloudPBX,40.7432,-75.2242
967534,1654599251,395766,CloudPBX,40.7432,-75.2242,1077449335,15102,WiBand Communications,53.4179,-113.5785
967563,408408257,6327,Shaw Communications Inc.,49.2833,-123.1298,1654599250,395766,CloudPBX,40.7432,-75.2242
967592,1654599251,395766,CloudPBX,40.7432,-75.2242,3478245688,852,TELUS Communications Inc.,49.2779,-123.0908
967602,1090362003,19171,Stargate Connections Inc.,49.2666,-123.1976,1654599251,395766,CloudPBX,40.7432,-75.2242
967612,1653560604,19171,Stargate Connections Inc.,49.2475,-123.121,1654599250,395766,CloudPBX,40.7432,-75.2242
967617,3640368787,14007,Skyway West,49.2807,-123.0397,1654599250,395766,CloudPBX,40.7432,-75.2242
967645,3512424079,852,TELUS Communications Inc.,53.585,-113.5526,1654599250,395766,CloudPBX,40.7432,-75.2242
967680,2919755137,6327,Shaw Communications Inc.,49.2475,-123.121,1654599251,395766,CloudPBX,40.7432,-75.2242
967699,3492161874,852,TELUS Communications Inc.,51.0242,-114.1004,1654599250,395766,CloudPBX,40.7432,-75.2242
967733,1654599251,395766,CloudPBX,40.7432,-75.2242,1090362003,19171,Stargate Connections Inc.,49.2666,-123.1976
967813,1654599251,395766,CloudPBX,40.7432,-75.2242,3478222275,852,TELUS Communications Inc.,49.2795,-123.0667
967815,1654599251,395766,CloudPBX,40.7432,-75.2242,843371666,6327,Shaw Communications Inc.,49.316,-123.0576
967845,1654599250,395766,CloudPBX,40.7432,-75.2242,2734649927,40788,Start Communications,43.623,-79.3936
967861,1654599251,395766,CloudPBX,40.7432,-75.2242,1268497742,852,TELUS Communications Inc.,49.2475,-123.121
967868,386965699,852,TELUS Communications Inc.,49.2795,-123.0667,1654599251,395766,CloudPBX,40.7432,-75.2242
967888,1268517701,852,TELUS Communications Inc.,49.2492,-123.1104,1654599251,395766,CloudPBX,40.7432,-75.2242
967919,1654599251,395766,CloudPBX,40.7432,-75.2242,2734649927,40788,Start Communications,43.623,-79.3936
967940,386989517,852,TELUS Communications Inc.,49.0791,-122.7553,1654599250,395766,CloudPBX,40.7432,-75.2242
967947,1654599250,395766,CloudPBX,40.7432,-75.2242,386933003,852,TELUS Communications Inc.,49.262,-123.0923
967970,1244849474,14007,Skyway West,49.316,-123.0576,1654599250,395766,CloudPBX,40.7432,-75.2242
968009,3463715872,852,TELUS Communications Inc.,49.3615,-123.2627,1654599250,395766,CloudPBX,40.7432,-75.2242
968026,1654599250,395766,CloudPBX,40.7432,-75.2242,3463712682,852,TELUS Communications Inc.,49.2327,-123.0917
968057,1653562614,19171,Stargate Connections Inc.,49.2397,-123.0407,1654599250,395766,CloudPBX,40.7432,-75.2242
968060,1654599251,395766,CloudPBX,40.7432,-75.2242,3091469318,6327,Shaw Communications Inc.,49.2436,-122.7865
968126,1654599251,395766,CloudPBX,40.7432,-75.2242,3350650158,19171,Stargate Connections Inc.,49.2478,-122.9938
968143,1654599251,395766,CloudPBX,40.7432,-75.2242,3463712682,852,TELUS Communications Inc.,49.2327,-123.0917
968167,1654599250,395766,CloudPBX,40.7432,-75.2242,3091469318,6327,Shaw Communications Inc.,49.2436,-122.7865
968203,1268497742,852,TELUS Communications Inc.,49.2475,-123.121,1654599250,395766,CloudPBX,40.7432,-75.2242
968218,1654599250,395766,CloudPBX,40.7432,-75.2242,1268628388,852,TELUS Communications Inc.,49.8928,-119.4852
